1;Meinewelt;Rizqy Arafat;5 tahun lalu;"Good place to hang out with family and friends.
They have Indoor and Outdoor Place.
Plenty of parking lot here"
1;Meinewelt;subly 21;setahun lalu;Good service
1;Meinewelt;Be Yours;5 tahun lalu;Great ambience, good coffee
1;Meinewelt;Tomy Hendra;3 tahun lalu;Hot plate nya enakkk dan murah. Cm untuk minuman nya kurang bgt rasanya
1;Meinewelt;Riani Anggun;setahun lalu;I love this place
1;Meinewelt;Ririn Triatma;setahun lalu;Ingin pesan bersama pasangan disini, room 3atas
1;Meinewelt;Fia Zakia;2 tahun lalu;It’s so hard to find a good single origin coffee in Palangkaraya, fortunately found this coffeeshop. I didn’t know what kind of beans they use, i only requested the most sour one.
1;Meinewelt;Anastasyia Setia Widarta;5 tahun lalu;Kafe yang bagus
1;Meinewelt;Jessica Nanyan;3 tahun lalu;Keren
1;Meinewelt;Agnescia Sera;2 tahun lalu;kopinya muantepp
1;Meinewelt;Bang Don;3 tahun lalu;"Kopinya yaàaaa....lumayanlah
Tempatnya jg lumayan"
1;Meinewelt;Surya Armi Putra;5 tahun lalu;Lokasi nyaman, tmpat duduk luas. Bnyk pilihan menu minuman makanan. Rasa lumayan enak. Harga dibawah 20k. Tempat sangat cocok untuk nongkrong dan cerita2 bersama keluarga ataupun teman
1;Meinewelt;Mas Dad;2 tahun lalu;Lumayan enak dan ramai
1;Meinewelt;ARIEF;4 tahun lalu;Lumayan. Pesan hot coffe tapi gak sepanas itu😅😅 …
1;Meinewelt;Gendoet Djaya;4 tahun lalu;"makanan enak , tmptnya bersih dan luas
sayang klo siang panas bgt dsitu kecuali d ruangan berACnya"
1;Meinewelt;Herlina Rianty;2 tahun lalu;Makanan+minuman cukup memuaskan, sarannya untuk pihak meinweilt untuk manajemen pesanan dapat lebih optimal karena jika dalam keadaan pengunjung ramai, yang saya rasakan cukup lama menunggu pesanan nya, sukses terus kedepannya 👍 …
1;Meinewelt;dawn95 F;2 tahun lalu;Mantap
1;Meinewelt;Ade Gerend;5 tahun lalu;Mantap
1;Meinewelt;Evita Primalia;setahun lalu;Mantap kopi enak
1;Meinewelt;penikmat Senja;2 tahun lalu;Mantap 👍👍👍👍 …
1;Meinewelt;Dimas;setahun lalu;Mantapps
1;Meinewelt;King Andika;3 tahun lalu;Menu2 nya enak dan tempat yg cozyy
1;Meinewelt;Aldi Bewey;3 tahun lalu;Minuman coffee dan non coffee disini rasanya enak, harganya terjangkau juga tempatnya sangat cocok untuk sekedar bersantai dan mengobrol dengan teman-teman sambil menikmati pemandangan kolam ikan.
1;Meinewelt;Nasa Sampit;3 tahun lalu;Minuman dan makanannya enak semua yang kami pesan. Pertama kalinya ke sini tapi sudah memberi kesan yang kurang bagus dari segi pelayanan. Kami sudah kasih list pesanan duluan ke kasir tapi kelewat ngga diinput ke nota jadi yang datang jauh …
1;Meinewelt;Anggi Nurist;2 tahun lalu;Minuman dan makanannya enak, harga sesuai, tempat cozy
1;Meinewelt;eko yumiarno;3 tahun lalu;Minumannya enak👍👍👍👍👍👍 tapi sayang cirengnya agak berminyak digorengnya dan terlalu lembek but it's all about preference sih, saya malah prefer pisang gorengnya, enak... utk tempatnya luas dan cozy, enjoyable... pelayanannya oke👍 untuk harga standar coffee shop pada umumnya …
1;Meinewelt;Calon Drop Out;3 tahun lalu;Murah dan enak
1;Meinewelt;Ricky Chandra;5 tahun lalu;nice place & delicious
1;Meinewelt;Rohmidah Bin Sahmani;6 bulan lalu;Nongkrong di tepian jalan raya, beratap tenda yg disusun cantik.. enak banget jdi tempat nongkrong, muda tua berkumpul, kopinya enak
1;Meinewelt;wilson udy “kudit” maseh;3 tahun lalu;Nyaman sekali
1;Meinewelt;Adyatma;2 tahun lalu;Ok
1;Meinewelt;Beiny Harsono;5 tahun lalu;Ok
1;Meinewelt;Mirza Putra;5 tahun lalu;Orderan suka telat atau bahkan kayanya kelupaan karna lamaaaa bgt dtgnya pas ditanyain ulang bru dtg. Menu makanan masih kurang variatif, tp minumannya enak kok. Tempatnya cozy, ada live music tiap malem minggu. Kalo mau kesini malem minggu harus datang awal bgt yah karna tempat ini lumayan digemari dedek2 karna harganya yg murah
1;Meinewelt;Tawfik Rahman;3 tahun lalu;Paline enak banget
1;Meinewelt;Tsaqif Fauzan;3 tahun lalu;Pelayanan baik, suasana asyik,malam minggu ada live music nya
1;Meinewelt;Eko Andik Pribadi;2 tahun lalu;Pesan ayam rica-rica yg datang lebih byk tulangan ayam drpd daging ayamnya, maaf boleh diperbaiki kualitas menu ayam rica2nya, rasanya enak cuman disayangkan pas makan berasa makan tulang semua.
1;Meinewelt;Qila Ryanda;2 tahun lalu;Pesanan sama LaMocha  kalau ga salah, yang datang berbeda satunya gelas agak gede ada kopinya, satunya cuma susu coklat, nambah cleo sebiji 9k ngasih 50k diminta 1k dikasih 51k dibalikin 40k cmiiw, tempat bagus, pelayanan oke kurang fokus saja 😎🙏 …
1;Meinewelt;Fera Yulistiana;5 tahun lalu;"Pineapple punch nya segar..
Cireng nya enak"
1;Meinewelt;jhoni ardianto;5 tahun lalu;porsi makanannya lmyan banyak dengan harga standar, pelayannya ramah, suasana nyaman,
1;Meinewelt;Nurulia Shalehatun Nisa;3 tahun lalu;"Prose's pembuatan mkanan begitu lama,
Suasananya panas ngga disediakan kipaa angin untuk yang outdoor.
Layanan biasa aja. …"
1;Meinewelt;Agra Fadillah;5 tahun lalu;"ramai, tempatnya estetik , makanannya enak mungkin tambah menu lagi aja. cocok untuk nongki barang teman teman dan seru bareng. moga makin maju n mantap

@hermonkh"
1;Meinewelt;Urbanus;9 bulan lalu;Recommended nih tempat untuk nongki-nongki
1;Meinewelt;Wendy Handie;3 tahun lalu;Ruangan di dlm panas ,AC nya kurang dingin
1;Meinewelt;Fransisko Hombing;3 tahun lalu;"Sangat Recommend untuk bersantai, pelayanan memuaskan 🔥🔥

Harga mahasiswa ☑️ …"
1;Meinewelt;Jefry Firnando;5 bulan lalu;Santuy dan Nyaman ya disini, menu makanan dan minuman nya enak, yang penting Satu hal, Cafe ini sudah melaksanakan Protokol Kesehatan dengan baik, sesuai dengan Rekomendasi Satgas Covid-19 Kota Palangkaraya
1;Meinewelt;Eugenius Nainggolan;2 tahun lalu;Saya pernah makan di sini. makanannya enak², tempatnya juga bagus banget, walaupun tidak terlalu luas.
1;Meinewelt;Desy Ramadhani;5 tahun lalu;"Saya suka, masakan nya tersaji baik ,
Saat itu saya hopeless dgn pilihan kakak saya untuk buka puasa bareng di cafe 😂 tp ternyata menu nya enak dan mengenyangkan. …"
1;Meinewelt;Sholahuddin Shoum;setahun lalu;Sdh coba di jl.c.bangas, pengaringan..malam minggu full musik..musik akustik romantis bingits..makanan minuman enak semua..parkir luas dan aman ada petugas jaga..sukses terus owner ka kudit dan ka nana..
1;Meinewelt;Juniar Fadhilah;2 tahun lalu;Sebelum disajikan ada baiknya makanan yg disajikan dicicipi dulu tadi saya pesan makanan sayurnya ternyata basi
1;Meinewelt;Ari Anto;3 tahun lalu;Sering santai disini suasana nya nyaman dan makanan nya enak....
1;Meinewelt;Husnun Nadhiroh;4 tahun lalu;Siang jam 11.20, Nyobain karena ada iklannya di Ig, pesan special chicken steak, ayam kentang, telur dan saosnya Alhamdulillah bisa dinikmati, sayuran bekunya sayangnya basi, pas lagi nunggu makanan datang ternyata cafeenya punya pet dogy yang lagi santai di outdoor dan suasana indoornya kurang sejuk (lumayan agak meleleh keringat)
1;Meinewelt;mocking bird;2 tahun lalu;Siap,gak ada alasan buat jelekin tempat keren kaya meine welt,selalu jadi tempat terbaik.sehat semua buat semua crew terus semangat
1;Meinewelt;Irfan Rinaldi;2 tahun lalu;Singkong Goreng dan Tahu Gejrotnya Sedap betul. Saya suka. Kopinya juga
1;Meinewelt;arisrachman hakim;setahun lalu;Singkong gorengnya enak loh
1;Meinewelt;Argadira Pratama;3 tahun lalu;Suasana atmosfer tempatnya sangat nyaman, tapi sayang pesanan kentang aja datangnya sejam
1;Meinewelt;Ariel Juliano;5 tahun lalu;Suasana nya nyaman ,sejuk ,ac nya dingin ,pelayanan nya juga ramah
1;Meinewelt;Dani lutfi;5 tahun lalu;Suka bgtt ke sini karena suasananya, makanannya enak2, suka karena cafe nya ga terlalu terang😅 cocok buat kaum introvert kek saya😁🤡 …
1;Meinewelt;Rizky Ryutomi;5 tahun lalu;Sukses terus🥰 …
1;Meinewelt;Anindita Windraspramesti;setahun lalu;Tanpa skuy bossque.
1;Meinewelt;Retzhu 04;5 tahun lalu;Taro nya buat kecanduan Indra pengecap
1;Meinewelt;AHMED MAEDHY;2 tahun lalu;Tempat asik
1;Meinewelt;Zulfikar Abdullah;setahun lalu;Tempat asik nongkrong ditengah kota dengan gaya container cafe terbuka... Rasa ya sesuai harga lah...
1;Meinewelt;raul sihombing;3 tahun lalu;Tempat asyik buat nongkrong sama teman. Makanan dan minumannya enak, harga terjangkau
1;Meinewelt;Ibnu Ismail;7 bulan lalu;"tempat enak buat nongkrong bareng teman"" atau keluarga"
1;Meinewelt;Hasanudin tm;5 tahun lalu;tempat fav🤍 …
1;Meinewelt;Sadri Kurniawan;5 tahun lalu;Tempat lumayan oke buat nongkrong
1;Meinewelt;Buah nanas;3 tahun lalu;Tempat ngopi keren di palangka
1;Meinewelt;Reny Susanti;3 tahun lalu;Tempat ngopi ternyaman, yang suasananya ga bikin orang pinggiran kek aku jadi insinyur wkwk menu2 yang selalu enak, tempat yg hangat n suasananya santai bikin yg dateng ngerasa betah n hepi buat balik lg lg n lg. sukses terus Meine Welt
1;Meinewelt;Avri Yannoor;5 tahun lalu;Tempat nongkrong + ngopi
1;Meinewelt;muhammad rezqy mysitowi;5 tahun lalu;Tempat nya enak untuk santai ,harga terjangkau
1;Meinewelt;Rahmat Meilana;2 tahun lalu;Tempat nya nyaman 👌👌 …
1;Meinewelt;Nana marini;5 tahun lalu;Tempat nyaman... Lokasi tengah kota
1;Meinewelt;Raden Rifai Yahya;5 tahun lalu;Tempat paling enak buat nongkrong. Dijamin wejangan nya mantep bgt
1;Meinewelt;Agustri Berry;5 tahun lalu;"Tempat santai yg nyaman,

Saran nnti klo bisa ad live akustikan musik jd biar lebih rame lg, …"
1;Meinewelt;Beryl Yerikho Agusta;setahun lalu;"Tempat ternyaman ...
Semuanya enak enak enak ..."
1;Meinewelt;Dayak Borneo;5 tahun lalu;Tempat ternyaman untuk berimajinasi
1;Meinewelt;ndalndul obeng;setahun lalu;Tempat yang sederhana dan Dengan harga yang sesuai isi kantong mahasiswa
1;Meinewelt;Andre;5 tahun lalu;Tempat yg asik,, keren,, instagramable bngt,, makanannya enak,, khususnya minuman,, rekomendasi banget caramel katte,, mau ice atau hot,, keduanya enak banget,, ada hotplant chiken fillet juga dengan beberapa pilihan saus,, ada onion ring,, stik moza cryspi,, tahu gejrot,, dll. Harga worth it bngt,, gk bikin kantong kamu jebol...
1;Meinewelt;Noire Ops;5 tahun lalu;Tempat yg bagus, kekinian
1;Meinewelt;Indra Setiawan;3 tahun lalu;Tempatnya Adem..
1;Meinewelt;adha sepriadi segah;2 tahun lalu;Tempatnya asri (terutama kalo sepi). Selebihnya standar cafe biasa. Sempat dapat onion ring yang gosong pas lagi rame-ramenya.
1;Meinewelt;my Pc;5 tahun lalu;Tempatnya bgus, makanany enak, paling suka minumannya pas ga kemanisan
1;Meinewelt;Aulia Fiftiana;5 tahun lalu;Tempatnya Cozy abis
1;Meinewelt;movic;5 tahun lalu;tempatnya cukup luas, humble, dan makanannya enak
1;Meinewelt;Manuel Christian;3 tahun lalu;Tempatnya cukup nyaman dan cocok untuk berkumpul bersama keluarga atau teman, makanannya cukup enak
1;Meinewelt;OKA DEWANTARA;3 tahun lalu;Tempatnya gak membosan kan
1;Meinewelt;Enjelita;3 tahun lalu;Tempatnya luas dan bagus untuk berkumpul
1;Meinewelt;Whisnu Sidik Prasetyo;3 tahun lalu;Tempatnya nyaman
1;Meinewelt;andi yustana kamal;5 tahun lalu;Tempatnya nyaman, tapi kopinya b aja
1;Meinewelt;Dedi Setiadi;4 tahun lalu;Tempatnya nyaman, tapi pesan online nunggunya lama.. sayang ojol nunggunya karena buat ojol waktu itu sangat berharga
1;Meinewelt;EdWard;3 tahun lalu;Tempatnya sekarang keliatan lebih teduh, disini suka carmela dan green tea nya
1;Meinewelt;doni tikitaka;3 tahun lalu;Tempatnya tenang, harga snacks & drink-nya nggak mahal
1;Meinewelt;Wenny Assara;3 tahun lalu;Yuks mampir. Enak dan terjangkau 👌👌 …
1;Meinewelt;EM PKY;2 tahun lalu;👍👍👍👍 …
1;Meinewelt;Hemas Ramadhan;2 tahun lalu;👍👍👍👍👍 …
2;Valv Hangry;Rahmi kurnia Handayani;4 bulan lalu;1. Pesan nasgor kampung, staffnya lupa masukin telurnya, Its okay gak papa, semua manusia bisa melakukan kesalahan, sedikit saran , penggunaan nasinya better yang kering, yang cocok di bikin nasgor lah ya, jangan yang lembek, rasanya lebih …
2;Valv Hangry;Vitorio da Vincenzo;2 bulan lalu;Affordable place for a coffee or two. Located in the strategic area and you dont have to worry about miss a meeting or late go to work. There are meals as well, and the prices are reasonable. Hopefully, this message find the owner, please kindly repair the conditioner. Thanks. I will always come back to this place.
2;Valv Hangry;Taibah Istiqamah;2 tahun lalu;Lokasinya gampang dijangkau, parkiran lega, tempatnya nyaman dan makanan minumannya enak. Mixed platternya pemersatu keluarga banget. Kopinya sip, non kopinya juga lumayan lengkap. Tapi di manapun, anak2 hampir bisa dipastikan akan milih yg …
2;Valv Hangry;Afita SF;2 tahun lalu;tempatnya luamayan nyaman, karyawan ramah-ramah dan makanannya juga cukup pas dilidah. untuk harganya sama seperti tempat2 serupa. cukup rekomend kalau mau nongki disini
2;Valv Hangry;Dessy Diani.S;2 tahun lalu;Suasana cafe yang tenang dan santai.. enak buat ngobrol ataupun sharing sma temen2.. menunya juga banyak pilihan.. tempatnya bersih, waitersnya ramah2.. terimakasiiih makin berjaya Valv Hangry 💕✨✨✨✨ …
2;Valv Hangry;Herlina rianty;2 tahun lalu;Enak buat nongki, lokasi strategis. Makanan minuman standar sih, tapi ada beberapa yg unik.
2;Valv Hangry;Merissa Lie;setahun lalu;The food is really great here, the coffee is one of the best in town, my go to menu from the coffeeshop is Katsu, Tom Yum, and for the drink I always ordered merryguana which is their signature mocktails. The price is cheap and the service …
2;Valv Hangry;nayeta levi syahdana;setahun lalu;LoL ini yg goreng ngantuk atau apa jadi cust dikasih risol gosong gini🙂 …
2;Valv Hangry;RA Beauty Official;2 tahun lalu;Tempatnya oke, kopi enak, satu sih yg bnr2 ga bikin nyaman, toiletnya di luar, dan ga ada atap pelindung buat menuju jalan toiletnya. Pas event waktu hujan seharian deras ga berhenti dari sore sampai malam tiap mau ke toilet kebasahan …
2;Valv Hangry;Anthony Sinaga;2 tahun lalu;Tempatnya nyaman untuk sekadar bersantai atau nongkrong. Pilihan menunya cukup banyak. Soal rasa relatif ya. Buat yang kepengen nobar bola, cafe ini menyediakan fasilitas itu dengan TV yang berukuran besar. Bagi yang ingin terkoneksi dengan internet, tersedia wifi yang cukup kencang.
2;Valv Hangry;KH AREA;2 tahun lalu;Tempat yang pas buat sarapan, bubur ayam dan liwetnya nyantol dan medok dilidah, berasa makanan rumahan yang dibuat sendiri
2;Valv Hangry;Haris dwi jatmiko;2 tahun lalu;Tempat makan yg tepat berada ditengah kota, menu siang harinya juara banget, ayam hangry dan cuminya sih yang paling juara. Ada snack andalan disini, namanya patata behhhhh juara deh... klo yg seneng kopi susu kopi susu-an, Kopi susu hangry kek nya patut dicoba deh
2;Valv Hangry;miyu choco;setahun lalu;"Makanan dan minumannya enak...porsinya juga banyak..
Pelayanan super ramah, ada indoor dan outdoornya.."
2;Valv Hangry;myOwn Chanel;setahun lalu;Jual menu makanan rumahan dan lumayan enak. Kopinya juga Tergolong murah.
2;Valv Hangry;iractivity;setahun lalu;Tempat yg asik dipinggir jalan. Makannya enak dengan porsi yg lumayan banyak
2;Valv Hangry;velistrayoumegayessha lating;sebulan lalu;enak makanannya
2;Valv Hangry;Kim Nekewitu;6 bulan lalu;Cocok untuk hangout sama teman teman
2;Valv Hangry;Battle star;setahun lalu;Mantul
2;Valv Hangry;Zulkarnain Nain;2 tahun lalu;Tempatnya nyaman ,seru sering buat nobar & pelayanannya ramah
2;Valv Hangry;idel Xlhome;setahun lalu;Tempat nya enak buat nongkrong
2;Valv Hangry;Zaenal Abidin;2 tahun lalu;Mantab Makanan minuman dan Tempat Nyaman
2;Valv Hangry;Emend Ivena;9 bulan lalu;Favorit
2;Valv Hangry;Rosa Rusmadiyati;setahun lalu;Adem ..
2;Valv Hangry;Yune Dwi Hardini;setahun lalu;Ramah
2;Valv Hangry;Rio Sumantri;setahun lalu;Recommended
3;Dr. Coffee and Tea House;Dewi Shinta;4 bulan lalu;"Hallo !
Izin saya memberika rating kecil pada Kafe ini dengan beberapa alasan
Saya ada event di PalangkaRaya dan baru kali ini menemukan Kafe yang Hospitality …"
3;Dr. Coffee and Tea House;Siti Aisah;5 bulan lalu;Cafe nya nyaman bgt, dekor indoor ny bagus, makanan ny enak, ada ruang vip di lantai 2.
3;Dr. Coffee and Tea House;Tariq Hidayatullah;8 bulan lalu;Direkomendasikan oleh abang gojek, ternyata memang sangat nyaman. Manual brew nya juara, ada smoking room ber Ac. Pelayanan ramah banget
3;Dr. Coffee and Tea House;Rini Fakhrunnisa;setahun lalu;Tempatnya enak banget buat nugas atau rapat. Bersih dan nyaman. Makanan dan minuman nya juga enak.
3;Dr. Coffee and Tea House;yasyir fahmi mubaraq Syah;3 tahun lalu;Tempatnya nyaman untuk menghabiskan waktu bersama teman ataupun kerabat bahkan cukup nyaman untuk membawa anak kecil. Ada ruang merokok yang terpisah juga.
3;Dr. Coffee and Tea House;Agus Muliana;3 tahun lalu;"Tempat nongkrong yang nyaman. Tempatnya bersih dan pelayanannya ramah. Tersedia smoking area dan free wifi.
Pilihan makanan dan minumannya beragam. Tersedia juga snack dan dessert. Rasanya enak. Untuk harga relatif terjangkau"
3;Dr. Coffee and Tea House;Elsa Maria Marahati;setahun lalu;Pesan minuman, pancake ice cream dan spageti aglio olio tuna. Minuman dan pancakenya enak tapi sayang spagetinya ga enak bgt. Baunya amis dan rasanya eneg gitu. Pokoknya ga enak bgt aku ga rekomen spagetinya. Utk pelayanannya lumayan lama apalagi utk makanan berat. Heran juga knp bisa lama padahal cafenya sepi.
3;Dr. Coffee and Tea House;Wendy Handie;2 tahun lalu;"Jujur baru pertama kesini
Tempatnya cozy dan ok banget👍
Bagi para perokok disediakan tempat khusus ruangan ber ac jadi ya tambah jossss🤣 …"
3;Dr. Coffee and Tea House;risa seftianingrum;2 tahun lalu;"Tempat nongki asik, nyaman, makanannya enak, minumannya juga enak, parkiran ada.
Semoga makin enak dan tetep nyaman"
3;Dr. Coffee and Tea House;Ananda Riswanda;setahun lalu;Tersedia indoor (lt.1<2) , outdoor  dan smoking area (indoor + ac). Smoking area menyediakan sofa untuk rame² , basic table for 4 person, and personal chair + table for 1 person. Barista & waiter/waitress nya ramah, service nya bagus. …
3;Dr. Coffee and Tea House;Ironman;3 tahun lalu;Lumayan pricey, but worth it. Tempatnya cozy banget, cocok buat ngerjain tugas kampus, kerjaan atau sekedar nongkrong2 sambil ngobrol santai
3;Dr. Coffee and Tea House;Afita SF;2 tahun lalu;tempatnya enak sih untuk nongki, ada lantai 2 nya juga. menu banyak variannya. terus ada ruang ‘smoking area’  juga.
3;Dr. Coffee and Tea House;Ryn “RJH” Junico;sebulan lalu;Tempat Cozzy dan nyaman, makan dan minuman enak.
3;Dr. Coffee and Tea House;yexi lusie suardie;4 tahun lalu;Makanan dan minumannya enak semua. Suasananya nyaman dan menyenangkan. Bisa buat pertemua, santai dll dengan tetap menjaga prokes
3;Dr. Coffee and Tea House;kevin aris;3 bulan lalu;Suasanannya bagus.walaupun cukup lama menunggu makanannya.tapi pelayanannya bagus sekali.bikin betah.
3;Dr. Coffee and Tea House;nugraha kusuma;4 tahun lalu;Tempat cukup nyaman. Harga yang ditawarkan juga masih sebanding dengan rasanya yang enak. Cuma terakhir kemarin suasana lampu aja agak bikin gak enak, sepertinya masalah teknis.
3;Dr. Coffee and Tea House;Anita Tindangen;4 tahun lalu;Tempatnya Ok, lantai bawah sih berasa dinginnya, diatas panas. Ada smoking area.
3;Dr. Coffee and Tea House;Dessy Diani.S;3 tahun lalu;Tempatnya enaa bgt buat ngoblor santai. Cozy. Suasananya friendly. Kebetulan kmrn bikin acara BS temen disini.. top lah! Karyawannya juga ramah2. Menu makanan n minuman yg disajikan juga enakeun ⭐️⭐️⭐️⭐️
3;Dr. Coffee and Tea House;Savenda Yoeliana;3 tahun lalu;Nyaman tempat nya, makanannya juga enak, paling seneng klo kesini makan aglio olio sma es lemojito 🤤🍝🍸perpaduan yg sempurna ✨ …
3;Dr. Coffee and Tea House;Naila Rahmawati;4 tahun lalu;Tempat luas pas mantap untuk Birthday private or birthday dinner ❤
3;Dr. Coffee and Tea House;Daniel Andhika;3 tahun lalu;Dr. Coffee & Tea tempatnya enak banget buat nugas. cocok juga buat budak korporat untuk jadiin co-working space sambil conference call via zoom/teams/webex/gmeet atau buat designer yang dibayar pake 2M (Makasih Mas) buat ngedesain sambil nyari ide dan nunggu invoice yang belom turun. Menu makanan dan minumannya juga banyak dan enak.
3;Dr. Coffee and Tea House;Satria Anugrah Dewantara;setahun lalu;Tempat nyaman, pelayanan ramah dan cepat. Cozy banget dan cocok untuk work from cafe
3;Dr. Coffee and Tea House;Rahmatullah Aziz El Bantani;4 bulan lalu;Pelayanan Buruk, Lambat. Pesen 1 Makanan aja nunggu sampe 1 Jam.
3;Dr. Coffee and Tea House;Nasse Inst;4 tahun lalu;Tempat sangat nyaman, lengkap dengan smoking area full ac
3;Dr. Coffee and Tea House;Yudha Fadhilah;3 tahun lalu;Makanannya enak..minumannya juga enak.. tempatnya juga berasa berkelas...
3;Dr. Coffee and Tea House;Novrianti -;8 bulan lalu;Harga standar, menunya jumbo, rasa enak, pelayanan ok lh, parkir lumayan bisa bbrp mobil
3;Dr. Coffee and Tea House;Annas Ma'ruf;4 tahun lalu;Ena, tempatnya nyaman. Suka sama varian tehnya. Toiletnya bersih. Makanannya enak. Harganya oke untuk kualitasnya. Cocok buat kongkow atau nugas sendirian juga oke
3;Dr. Coffee and Tea House;Rosa Rusmadiyati;setahun lalu;tempat nyaman, makanan standar,
3;Dr. Coffee and Tea House;Ekatriana Daely;setahun lalu;minuman kopi nya baru nemu yg creme brulle coffee di sini, dan ini lumayan mantap... dan penyajian nya bukan pake cup plastik, tapi gelas ( Dine in ). Makanan berat nya lumayan enak, tapi chicken katsu nya krn cuma di oven atau di panaskan …
3;Dr. Coffee and Tea House;angel Lydae;setahun lalu;"Order :
1. Dr.Creme Brule Coffee nya, enak, tapi kurang nya biasa nya kalau di cafe jenis minuman ini kadang di pinggiran gelas nya di kasih semacam gula yg di bakar, …"
3;Dr. Coffee and Tea House;SILPIA;10 bulan lalu;suasananya nyaman enak buat nugas, makanannya juga okee, apalagi lt 2 nya bagusss polll
3;Dr. Coffee and Tea House;Dara Ayu Sekar Rini;setahun lalu;waktu mw bayar, aq pke kartu kredit kan yaa, trs ama mesin edc nya ke-decline, krn ktny ga bs pke kartu kredit, finally bayarnya pke kartu debit, that’s okay.. but, cara ngasih taunya bs khan mba jgn ngegas, malu lah aq digas depan customer lain..
3;Dr. Coffee and Tea House;Rosma As;4 tahun lalu;Smoking areanya mantul.nyaman.menu makanan dn minumannya enak.harga terjangkau.pelayanan ramah dn keren
3;Dr. Coffee and Tea House;Evan KG;setahun lalu;"Temaptnya senyaman itu sih, pelayanan juga ramah (saat menjelaskan menunya humble dan detail). Menu juga cepat datangnya.
Makanan dan minumannya gak ada masalah sih."
3;Dr. Coffee and Tea House;Muhammad Maulidi;2 tahun lalu;Nyaman tempatnya dan menu juga ok dan harga bersahabat
3;Dr. Coffee and Tea House;Jenderal Inf TNI Suriyadinata;3 minggu lalu;Sangat baik sekali, terima kasih.
3;Dr. Coffee and Tea House;Evahetti br Ginting;2 tahun lalu;Mbaknya ramah, makanan tergantung selera. Mungkin lagi ga pas aja waktunya, pesan nasi goreng ada aroma kurang sedap. Kalau minuman oke semua
3;Dr. Coffee and Tea House;Zulfikar Abdullah;setahun lalu;Tempatnya bersih, lokasinya gampang dituju, minumannya variatif, suasana yang santai utk kongkow dgn relasi dan keluarga 👍👍 …
3;Dr. Coffee and Tea House;Rizki Andita;3 tahun lalu;Lumayan asik buat nongkrong dan urusan bisnis, utk perokok juga ada pilihan ruangan smooking room yg indoor, masuk smooking room juga aman, ngga full asap karena exhaustnya bekerja dgn baik😁 …
3;Dr. Coffee and Tea House;tinton adra;setahun lalu;minuman enak.. makanan mayan.. lantai atas panas.. bagus tapi temp nya.. overall bagus balik lagi laaahh kalo ke kota cantik
