ulasan;label
Pelayanan ramah, tempat nya bersih, fast respon ketika melayani, dan selalu jadi tempat favorite saya ke fore ketika ke palangkaraya, varian yang selalu saya pilih selalu buttercream tiramisu latte terbaikkkkk;positive
Tempat yg nyaman untuk nongkrong sembari mengerjakan tugas kuliah, atau hanya ngobrol santai.bersama teman atau pasangan. Tempatny bersih, varian minumannya bnyak, cemilan-cemilan juga ada dan tersedia free wifi;positive
kasir input sesuai pesanan, ramah, dan tetap sabar saat masih pilih menu;positive
nunggu makanan nya lama 1jam cuman untuk makan.;negative
ini minuman green tea nya emg beda gini ya anatara takeaway sama dine in? rasa nya juga beda, mesen nya padahal cmn beda beberapa menit aja;negative
Nyaman tempat nya, makanannya juga enak, paling seneng klo kesini makan aglio olio sma es lemojito 🤤🍝🍸perpaduan yg sempurna ✨ …;positive
Tempatnya oke aja sih dan free Wi-Fi.;positive
bingung, masih pada muda, seperti terpelajar. tapi sama sekali tidak ramah. sya datang dgn sopan menanyakan pw wifi, disuruh tunggu smpai 3 kali bertanya. sekali jawab. ngegas dan bilang wifi penuh. yaa kalo pasang wifi gratis, jgn cuman 1 atau 2. jg;negative
INI BARU KOPISOP 😭 pelayanan ramah bintang 5. makanan enak, tempat dingin, ada wifi (buat kerja), ADA BASIC TEA kwkwkwkwkwk. terrrrrrrbaaaaiiiikkkkkkkkkk …;positive
Nyaman untuk nongkrong anak muda, tp krg recomended untuk kluarga atau anak2;neutral
Pelayanannya baik sekali, terutama yg pegawainya freelance dan dia ganteng bngt;positive
Minuman cepat disajikan, makanan nya lama sekali.. Indoor nya ruangan ac tp tetap panas padahal ac nya ada 3;positive
Tempat bertemakan jepang, space luas. Varian menu cukup banyak, makanan berat juga banyak. Rasa Minuman & makanan standar. Kurang pas buat yg mau sambil kerja lama bawa laptop krn colokan susah.;positive
Tempat nya enak,  pelayanan nya ramah,  top banget,  pokok nya recomend.;positive
Pelayanan ramah banget, kopi enak jugaa, barista juga cakep cakep.;positive
Pelayanan nya GK ramah, toxic;negative
a;neutral
Pewee;neutral
Lokasinya gampang dijangkau, parkiran lega, tempatnya nyaman dan makanan minumannya enak. Mixed platternya pemersatu keluarga banget. Kopinya sip, non kopinya juga lumayan lengkap. Tapi di manapun, anak2 hampir bisa dipastikan akan milih yg …;positive
Maaf, layanan untuk kaka waiters perempuan yg berkaca mata kurang ramah dan tidak menjelaskan minuman yg di bawa. Terima kasih;negative
Tabu nian;neutral
Sip;positive
murah, nyaman;positive
Asli parah banget pelayanannya nunggu pesanan sampai satu jam. Malah ada orang di belakang kami datang nya dpat duluan dari pada saya.. Pantas aja mulai sepi .. …;negative
Lokasi strategis pinggir jalan besar, tempat duduknya banyak, untuk yg narsis banyak spot untuk foto-foto;positive
Pesanan 1 jam lebih baru datang, sebenarnya mau cancel aja pesanannya. pelayanan buruk;negative
Sedikit pricey, wifi cepat, cocok buat mahasiswa skripsian;positive
Butterscotch Sea salt latte nya memang juara ⭐️⭐️⭐️⭐️⭐️;positive
Nyaman banget sih buat nongkrong sayang waktu kesini udh pada habis cemilannya karena datangnya juga kemaleman... Tapi best sih rasanya;positive
Sukaa sama menu nya yg banyakk;positive
Tempatnya luas.. ada pilihan indoor dan outdoor.. suasananya santai tapi ttp asik. Menu makanannya terlalu DABEST sih di sini. Gak bisa berword-word lagi karena porsinya yang big size, rasanya yang super rekomended, dan harganya sangat …;positive
Menu Kurang enak. Pelayanan kurang, pesen sendiri bayar sendiri ambil sendiri, harusnya waiters menghampiri customer bukan pesan sendiri lalu bayar sendiri ambil pesanan sendiri di kasir. Tlong diperbaiki;negative
Ini cafe terbaik sih dari segi menu dan pelayanan, kalau kesini wajib cobain menu coffe keganangan banar sama ayam betutunya sumpah ini menu terbaik, kalau mau yang noncoffe lecy tea jadii, snack nya masih hangett, nah agak kurang di tempat …;positive
suasana rame tapi nyaman, trus orderan nggak pake lama, dan rekomended untuk nongki bareng keluarga atau bestie..;positive
No musik,tenang cucok utk kerja,porsi makananny gede n hemat ada promo bundling everyday 1 maincourse n 1 minuman varian tea;positive
Cafe andalan sePalangka Raya, suka banget nyantai disini. Kopi sekut banget favorit ku karena lebih creamy dan sedikit lebih manis, nasi ayam teriyaki favorit nya anak-anak. Risoles juga enak, isian nya full.   Yang varian chocolate juga …;positive
tempat nya sangat;neutral
Tempatnya luas, cocok banget untuk nongkrong/kerja/nugas disini. Kopi dan makanannya enaaak;positive
Kalau cari menu Western, disini pilihannya menu Western nya ok dan rasanya juga enak. Penyajian cepat. Tersedia aneka pilihan croisant dan Danish. Tempat nyaman, pelayanan cepat dan ramah.;positive
Lokasi strategis, kopinya nya enak makanan nya enak jugaaa 😍😍😍 …;positive
Tempat asyik, santai, dan enak. Harga stabil;positive
Tempatnya bagus sih, wifinya ga ada ya? Setidaknya kalau wifi ga ada, bisa kalii ditambah beberapa permainan misalnya kartu ToD atau uno;neutral
Makanan dan cemilannya enak tapi pelayanannya lumayan lama, untuk bagian penyajian minuman.;neutral
Rekomendasi ngopi di Palangka;positive
Rekomendasi;positive
Untuk komfirmasi orderan online terlalu lama menunggu🙏🏻 …;negative
Menu banyak, rasa enak harga terjangkau. Tempat nyaman;positive
Tmptnya nyamn, kopinya enak;positive
suasananya adem;positive
Cantik, enak, seger;positive
Tempatnya nyaman untuk menghabiskan waktu bersama teman ataupun kerabat bahkan cukup nyaman untuk membawa anak kecil. Ada ruang merokok yang terpisah juga.;positive
Menu favorit saya di warung ini adalah gudeq ayamnya, tempatnya bersih, vintage, namun agak sempit dan satu hal lagi harganya menurut aq lumayan mahal...;positive
Dingin, roti dan minuman lengkap;positive
Jajanan dan makanan beratnya banyak, minumannya banyak, tempatnya luas, ada indoor dan outdoor, ada musala yang nyaman juga. Mantep pokoknya.;positive
tempatnyaaa estetik, makanan enakkk enakk apalagi matchaanyaa, sama miee gacornyaa enak bgt!!!!;positive
Makanan sama minumannya the best, apalagi chicken salted egg dan beef teriyakinya 👍👍👍 …;positive
Recommended banget tempatnya;positive
nunggu makanan dari jam 5 - 7 malam ga datang datang, ternyata sistemnya bermalasah, dan tidak dikonfirmasi!;negative
Rabu 11 september barista shif pagi perempuan rambut panjang. Emang barista fore di palangka nih ada aja gebrakannya ya. Selalu tidak konsisten rasanya, barista lama bgt bkn kopi nya dan terakhir jutek bgt nih barista cewe ini🌛 agak lain dibanding fo;negative
Menu beragam, harga masih masuk kantong mahasiswa;positive
Setelah sebelumnya kecewa dengan es kopi susu lain di Palangkaraya, akhirnya mencoba pesan di sini. Alhamdulillah, es kopi susunya enak, pas rasanya.;positive
Incredible, love it;positive
Tempat “Paling Wenak” kadang enggan pulang, tanpa wifi,  enak buat ngobrol dan tukar opini dengan pelanggan lain mungkin dari kopi dan hal lainnya. selalu mendapat teman baru. jangan takut datang sendiri karena #AboutSomethingSayangKamu. dan satu lag;positive
Space masih kurang luas, termasuk tempat parkir R4;negative
Makanan di Maju Makmur nyaman banar. Saya suka salted eggnya. Rekomend boy;positive
Tempatnya enak buat ngobrol, menu toastnya juga enak. Parkirannya luas, tapi pas kesana, musik di dalam ruangan terlalu keras.;neutral
Tempatnya santai cocok buat bersantai bersama teman, keluarga, pacar, suami dan menunya recommended.;positive
Kesini krna rekomen dri org2, ternyata emg bener seenak itu bakmie ny! 👍 …;positive
Saya kira Dubstep 😂 …;neutral
Coffee nya enak agak creamy, sayang nya es batu lebih banyak daripada coffee. Cireng nya juga enak. Kemarin take away karena coffee shop nya ramai sekali di jam makan siang. Harga nya terjangkau. Pelayanan ramah.;positive
Mesan mie nunggu 2 jam;negative
Iseng nyoba pesen makan, niatnya pesen katsu tapi kosong, ganti ke ayam bakar taliwangnya ternyata enak banget, porsinya juga bikin kenyang. Pelayanannya ramah, ruangannya nyaman enak buat sendiri maupun rame-rame. Lumayan harus sabar, …;positive
Barista nya ramah mudah bergaul selalu meberi pelayanan baik dan murah  senyum, makanan dan minuman nya enak2 dan beans yg dijual di mm juga enak2 🙌🏻 …;positive
Tidak disarankan untuk yang pertama kali tiba. Pelanggan tidak melayani dengan baik. Dan pemiliknya sangat tidak pantas.;negative
Tempat rileks, minuman cukup ok;positive
so far cukup comfy si walau masih under construction. pengen ke sini karena kepo banget sama bakmie n pisang goreng caramelnya, when i tried it, it tasted good as i expected 🤤 utk yg muslim jg adanya mushalla merupakan nilai ++ bgt biar memudahkan yg;positive
Terima kasih foree choco almond sama caramel pralinenya juaraa 1 enak bgtt🙌🙌🙌 …;positive
Pilihan menu makan dan minumnya banyak, tempatnya cozy buat nongkrong dan kakak- kakak yang melayani sangat ramah. Untuk harga terjangkau kantong pelajar.;positive
Cocok buat nyantai sma teman2;positive
Cafe ini menyajikan porsi yg besar, that's great! Paling mudah diingat kalau cari porsi yang banyak ya Oregano the answer. Aku pesan es teh, lalapan dan rujak dan semua nya disajikan dalam porsi yg besar. Lalapan nya enak karna sambal nya …;positive
Cepet banget bikinin orderannya, rasa makanan juga ok;positive
tempatnya banyak nyamuk.;negative
Serving time baik, tapi saat menyajikan waiter gemeteran hingga minuman saya tumpah. Banyak serangga kecil beterbangan bahkan hinggap di makanan minuman, sangat mengganggu! Makanan dan minuman cukup pricy untuk tempat yang mengedepankan konsep venue.;positive
Cukup nyaman di ruangan indoornya;positive
Coffee shop yg asyik, roastery, jual perlengkapan kedai kopi, semuanya lengkap deh;positive
"Tempat nya enak, tapi yang melayani nya ga enak, penjual seperti tidak butuh pembeli.
Mana ga sopan barista cewe ke barista cowo, masa ngasih barang dilempar sampe jatuh, hedehh🥲 …";positive
Coffee shop nya cozy, cocok untuk hang out sama teman-teman. Untuk minuman nya banyak pilihan, mulai dari kopi hingga cooktail. Ini salah satunya yang jadi best seller, Singnature White Hazel-Choco Latte. …;positive
Luas nyaman. Makanannya ada yg kemanisan ada yg keasinan.;neutral
Menu banyak varian, rasa masakan mantap, ruangan cukup rapi & bersih, pelayanan baik & tidak harus menunggu lama.;positive
Ownernya ramah,ganteng, dan baik hatiii;positive
Yomi rame jadi agak panas kalo kipasnya mati. Tapi untuk minumannya enak-enak dan suka semuanya terus bisa pake bubble juga. untuk snacknya walaupun murah tapi porsinya bisa buat sharing dan enak juga sih hihihi. Akses internet lewat WiFi …;neutral
Seminggu sekali bisa mampir kemari tuk beli Ayam Bumbu Rempah dan Kopi Nanika bersama Keluarga.;positive
Perpaduan kopi dan susunya pas,  snacknya enak,  tempatnya bagus,  nyaman dan bersih😊 …;positive
Karna tempatnya hening dan simple;neutral
tempatnyaa enakk! suasana rumah nenek bgt, makanan sama minumannya juga mantul, comfy bgt deh buat ngumpul² nongkrong sama temen🌷 …;positive
Ok lah;positive
CG03 Ok.;neutral
Rekomended, tmpatnya nyaman buat nongkrong, bsa sambil ngerjain tugas;positive
Tempat sih okee tapi layanan di tingkatin dong...perasaan nda terlalu rame pesenan juga ga ribet masak nunggu sampe 30 menit, udah gitu mbaknya jutek lagi;negative
Tempat kongkow dan Snack nya enak abis..🥳🥳🥳 …;positive
Kecewa karena jauh 80km mau coba 2 menu dinsum nya ga dikasih dg alasan dibatasi😑 Kalo mau coba kan wajar, bukan borong …;negative
Rasa ok, penyajian ok, harga terjangkau 👍 …;positive
Tempatnya adem kalau siang siang bolong, dan cafe pertama kali yg aku pesan menu semua ada churros and waffle #like;positive
Rasa kopi nya sangat kental dan Awet di mulut;positive
Tempatnya berada toko kecil dengan jalan yang kecil berjalur cepat, kalau kalian belum pernah ke sini memang agak susah mencarinya karena terhimpit toko2 disebelahnya. …;positive
overpriced beverages without any special taste or place;negative
Berkumpul bersama teman-teman Alumni SMP;neutral
"1. Tempatnya luas, ada lantai 1 dan 2
2. Menu minuman dan snack lumayan banyak, tapi pasti lebih baik lagi kalau ditambah pilihan menu snacknya …";positive
Hot plate nya enakkk dan murah. Cm untuk minuman nya kurang bgt rasanya;neutral
Tempatnya adem, kopinya enak👌🏻 …;positive
Minumannya enak2, di tambah dengan pelayanan barsitanya yg baik dan ramah;positive
Pertama kali makan disini bebek rica nya enak, tempatnya juga enak buat sambil ngobrol dengan kerabat atau rekan kerja;positive
Lokasi nyaman, tmpat duduk luas. Bnyk pilihan menu minuman makanan. Rasa lumayan enak. Harga dibawah 20k. Tempat sangat cocok untuk nongkrong dan cerita2 bersama keluarga ataupun teman;positive
Ramah, adem dan murah meriah;positive
So sad pertama kali kesini dapat bad impression. Dapat rekomendasi dari yang pernah kesini sebelumnya kalau jadi salah satu tempat bagus disini. Pertama pesen fine aja, mbak yang di kasir baik banget. Setelah beberapa lama pesenan minum …;negative
Feel sick because of uncooked egg.;negative
Mantap tampat nya,,,nyaman suasana dan pelayanan ya;positive
Senang ada alternatif pilihan tempat nongki di Pky. Rasanya enak, byk pilihan..;positive
Selalu ramai;neutral
chocolate nya enak, sosis dan nuget nya mantap kombinasi yang sedap. ditambah lagi dengan tempat yang estetik buat nongki sehabis kerja, rekomended banget pokoknya. …;positive
Mantap🤩🔥 …;positive
Pelit listrik;negative
Sedang lambatnya;negative
Abangnya ganteng ganteng!;neutral
Mohon tukang parkirnya bisa lebih tertib lg.;negative
Luar biasa;positive
Terima kasih sudah jadi tmpt santai q;positive
ey buan k mau liat stiker lah -momon;neutral
"antar anak nemuin cs nya... anak muda banget ni tempat jadi sendirian om omnya 😁😁. rame bingit
#nasasampit …";neutral
Americano cocok di lidah saya. Proses take away pun cepat. Bisa bayar pake QRIS. Mungkin next time coba dine in.;positive
kopi espresso kesukaan saya, harga terjangkau;positive
Tmpt nya enak. Kids friendly, parkiran luas , staf nya ramah , pesen spagetti  spicy beef .. isian beef dan smokeed beef nya banyak . Worth it dgn harga 45k . Well done;positive
Mie Latupnyaa juaraa bangett!!🤩🤩🍜barista ramah dan friendly serta tempatnyaa nyaman bangett🫶🏻🫶🏻 …;positive
Banyak promonya nih 😄 …;positive
Tambaheee lagee...;neutral
Sekte;neutral
padat;neutral
Mengajarkan kepada anak mengopi sejak dini;neutral
lamaaaa bngettt nunggu makanan nya;negative
Kafe santai;positive
"Ada rambut di makanannya
Terus mba kasir dan mas kasirnya ketawa2 krna teman saya duduk di kursi dan kursinya patah, kita tau kita salah tapi ga seharusnya diketawain hehe ga sopan
Trims";negative
Great Coffee and Roastery;positive
"Sebagai pengalaman
Saya beserta istri dengan 2 anak tiba di tempat dan sudah pesan makanan, indoor penuh terpaksa di outdoor ada banyak  tempat dgn 1 meja 2 kursi....mikirnya ngga …";neutral
Aku mesan makanan take away jam 11.35 WIB dan kasirnya bilang nanti diantar pesanannya ke tempat duduk (pov : aku duduknya dekat pintu diluar dan dekat dgn kasir) dan sampe 1 jam 15 menit pesanan aku belum diantar juga …;negative
The cafe is good 👍. From my point of view;positive
Segah bilang kasih bintang 5;neutral
Memang pas dgn slogan dikala Rindu;neutral
Kopinya enak tapi agak manis menurutku. Masih terasa kopi dibanding manisnya. Makanannya lumayan. Tempatnya enak,;positive
"🔸 berada di tepi jalan kinibalu dan mudah ditemukan
🔸Sepertinya diminati kalangan muda karena termasuk cafe baru
🔸Ada konsep terbuka, indoor, private, area bermain anak dan bar …";positive
Jangan lupa coba pasta tek tek;positive
"lokasi di pinggir jalan
buka sampai jam 12 malam …";neutral
Hanya pesan 2 kopi susu tapi sangat lama;negative
Ramah anak;positive
Biasa aja utk menu makan dan minum nya..Klo tempat nya lumayan aja.;neutral
"Order :
1. Dr.Creme Brule Coffee nya, enak, tapi kurang nya biasa nya kalau di cafe jenis minuman ini kadang di pinggiran gelas nya di kasih semacam gula yg di bakar, …";neutral
Lumayan bagus & org2nya pun ramah;positive
makanan & minuman nya enak;positive
Lumayan;neutral
Menikmati malam minggu di sini diiringi live musik;positive
Untuk makanan oke tempat oke cman tempat sholat nya ga di bersihin itu aja si yang lain aman;positive
suasana, nyaman pada malam hari, minuman makanan rekomended, kasier kurang senyum dan welcome, kesan pertama kurang nyaman jatohnya.. selebihnya rekomended ok;positive
Minus pelayanan orderan online;negative
Uenak tenan😀ayam kampung sambak korek, hujan hujan, jos tenan …;positive
Menu Gudeg komplitnya mantap, gak mengecewakan untuk rasanya, harga juga sesuai dengan porsinya.;positive
tempatnya lega dan kopinya lumayan. cuma untuk disuruh ngambil dari lt.2 itu agak melelahkan;positive
Salah satu tempat kopi 24 jam yang nyaman kadang juga bisa ada nobar kalo pas lagi ada match besar;positive
"Sepertinya ini cafe tempat nongkrongnya generasi milenial. Pengunjungnya dominasi anak muda.
Lumayan rame. Kalau ga salah ini tempat eks Bebek Kalijo.";neutral
TOLONG UNTUK PELAYANAN KARYAWAN DIPERBAIKI LAGI !!!!!!!;negative
