Ulasan;Label
Coffee shop nya cozy, cocok untuk hang out sama teman-teman. Untuk minuman nya banyak pilihan, mulai dari kopi hingga cooktail. Ini salah satunya yang jadi best seller, Singnature White Hazel-Choco Latte. …;positive
Makanan dan cemilannya enak tapi pelayanannya lumayan lama, untuk bagian penyajian minuman.;neutral
Pelayanan Buruk!;negative
joss;positive
Tidak disarankan untuk yang pertama kali tiba. Pelanggan tidak melayani dengan baik. Dan pemiliknya sangat tidak pantas.;negative
Cukup nyaman di ruangan indoornya;positive
Enak Tempatnya,Harga Terjangkau;positive
Banyak promonya nih 😄 …;positive
Good place to chill and talk;positive
Untuk komfirmasi orderan online terlalu lama menunggu🙏🏻 …;negative
Enak disini;positive
Tempatnya enak dan tenang utk santai menikmati kopi sambil ngerjain skripsi atau nongkrong lama dll. Pilihan makanan dan minumannya jg beragam. Mo duduk didalam atau diluar ruangan sama enaknya. Buat foto2 jg bagus. Meskipun tempatnya …;positive
makanan & minuman nya enak;positive
Nyaman banget sih buat nongkrong sayang waktu kesini udh pada habis cemilannya karena datangnya juga kemaleman... Tapi best sih rasanya;positive
Ruangan nya bersih nyaman;positive
Barusan pesan makanannya lewat gojek, pesan menu sweet and sour chiken, untuk nasinya tolong di perhatikan lagi ya ka, soalnya kaya masih mentah dikit, untuk ayamnya enak, bumbunya enak, cuma paling di banyakin aja lagi bumbunya karena , …;negative
Berkumpul bersama teman-teman Alumni SMP;neutral
The best homemade whipped cream I've had so far in Palangka Raya! The food is also delicious and worth it. For the rice + saikoro meals, the portion matches the price, and the garlic butter and black pepper seasoning are spot on. The …;positive
suasana rame tapi nyaman, trus orderan nggak pake lama, dan rekomended untuk nongki bareng keluarga atau bestie..;positive
Lokasi strategis, kopinya nya enak makanan nya enak jugaaa 😍😍😍 …;positive
Luar biasa;positive
Semua makanann dan minumannya enak bgt. Fav aku mocktail yg black magic🤤🤤🤤 …;positive
Good ambiance;positive
"Tempat makan yg adem & bersih, cozy deh pokoknya 🤗
Menu yang tersedia lumayan lengkap mulai dari ikan, ayam/bebek, gudeg sampai sop iga ada disini. Ayam/bebek goreng, bakar, penyet, rica, ada aneka sayur, sambal …";positive
Saya sangat menyukainya......;positive
suasana, nyaman pada malam hari, minuman makanan rekomended, kasier kurang senyum dan welcome, kesan pertama kurang nyaman jatohnya.. selebihnya rekomended ok;positive
"Tempatnya cozy bgt. Bagus buat kamu yg pengen Hang out atau bekerja.

Sayang porsi yg disediakan kurang di price to portion nya";positive
Suka dimsum kuah dan ngopi;positive
nice place and more ....;positive
Jual menu makanan rumahan dan lumayan enak. Kopinya juga Tergolong murah.;positive
Tempatnya nyaman dan bersih enk buat nyantai,teman2 wjib bgt ksini hehe;positive
Nyaman santai sajian varian kopi ny jgn d ragukan lg udh nikmat yg pasti,,, yg sering nongki d ABS psti tau 😁 …;positive
"Semua oke👍 pake bngeett❣️
Makanan minumannya sedap dan segar.. next dtng lg dech …";positive
Satenya asin banget, leci tea hambar, harga gak sesuai sma omongan di awal;negative
Good coffee, cozy place!;positive
Tempatnya bagus, makan dan minumnya enak, ramah;positive
Kopi 20+, Makanan d bawah 50,;neutral
Menu banyak, rasa enak harga terjangkau. Tempat nyaman;positive
Terima kasih foree choco almond sama caramel pralinenya juaraa 1 enak bgtt🙌🙌🙌 …;positive
santuy bertaruh santuy;positive
Tempat nya enak,  pelayanan nya ramah,  top banget,  pokok nya recomend.;positive
"Salah satu Tempat nongkrong yang asik, unik dan aesthetic di palangka raya, lokasi mudah ditemukan, area parkir cukup luas.
Untuk makanan dan minuman banyak pilihan dan sangat bervariasi, untuk rasa …";positive
Uenak tenan😀ayam kampung sambak korek, hujan hujan, jos tenan …;positive
Tempatnya nyaman.;positive
Pilihan menu makan dan minumnya banyak, tempatnya cozy buat nongkrong dan kakak- kakak yang melayani sangat ramah. Untuk harga terjangkau kantong pelajar.;positive
Good barista;positive
Pelayanannya baik sekali, terutama yg pegawainya freelance dan dia ganteng bngt;positive
Tempatnya nyaman untuk menghabiskan waktu bersama teman ataupun kerabat bahkan cukup nyaman untuk membawa anak kecil. Ada ruang merokok yang terpisah juga.;positive
Butterscotch Sea salt latte nya memang juara ⭐️⭐️⭐️⭐️⭐️;positive
Pewee;neutral
Enak banget makan sama minuman nya pelayanan nya baik suasana ny asri;positive
Minumannya enak2, di tambah dengan pelayanan barsitanya yg baik dan ramah;positive
Kopinya enak, pelayanan ramah recomended buat nongkrong d palangka;positive
pelayananya keos udh nunggu sejaman ga dateng' pas ditanyain ke baristanya ktnya lupaa wkwkwk ceos tbk..kecewa pdhl biasanya enak aja;negative
Nyaman tempat nya, makanannya juga enak, paling seneng klo kesini makan aglio olio sma es lemojito 🤤🍝🍸perpaduan yg sempurna ✨ …;positive
Tempat yang nyaman untuk nongkrong dan ngobrol dengan teman atau rekan kerja. Black rose jadi minuman favorit saya di Dr. Coffee & tea house ini, minuman kopi berbahan dasar espresso dan soda dengan tambahan liquid dan sirup. Creamy pizza, aglio olio;positive
Cantik, enak, seger;positive
Tempatnya luas, cocok banget untuk nongkrong/kerja/nugas disini. Kopi dan makanannya enaaak;positive
"Good place to hang out with family and friends.
They have Indoor and Outdoor Place.
Plenty of parking lot here";positive
Belum sempat nyobain makanan di cafe ini krna jam 12 kesini makanan ny belum matang dan hrs nunggu 1 jam lagi :) …;negative
Karna tempatnya hening dan simple;neutral
Kopinya enaaak;positive
Menikmati malam minggu di sini diiringi live musik;positive
Feel sick because of uncooked egg.;negative
SAYA SUKA TELUR ASIN SEDAPPPPP😋😋😋 …;positive
Nastelnya enak, suka banget pokoknya;positive
Pelayanan kurang memuaskan;negative
Oke;positive
Ramah anak;positive
Tempat “Paling Wenak” kadang enggan pulang, tanpa wifi,  enak buat ngobrol dan tukar opini dengan pelanggan lain mungkin dari kopi dan hal lainnya. selalu mendapat teman baru. jangan takut datang sendiri karena #AboutSomethingSayangKamu. dan satu lag;positive
Rekomendasi ngopi di Palangka;positive
Tempatnya sangat nyaman;positive
tempat nya sangat;neutral
Tempat untuk minum kopi dan sambil menikmati live musik.;positive
rasa kopinya kuto harganya desooooooo;positive
Untuk makanan oke tempat oke cman tempat sholat nya ga di bersihin itu aja si yang lain aman;positive
Tempat rileks, minuman cukup ok;positive
Copinya sudah standar pokee ueanak reeeeeeeee hancuuuuuuuur lidah;positive
Kesini krna rekomen dri org2, ternyata emg bener seenak itu bakmie ny! 👍 …;positive
suasananya adem;positive
Americano cocok di lidah saya. Proses take away pun cepat. Bisa bayar pake QRIS. Mungkin next time coba dine in.;positive
Kopi susu gula arennya enakkk 😊😊 …;positive
"Asli parah banget pelayanannya nunggu pesanan sampai satu jam.
Malah ada orang di belakang kami datang nya dpat duluan dari pada saya..
Pantas aja mulai sepi .. …";negative
Incredible, love it;positive
Rabu 11 september barista shif pagi perempuan rambut panjang. Emang barista fore di palangka nih ada aja gebrakannya ya. Selalu tidak konsisten rasanya, barista lama bgt bkn kopi nya dan terakhir jutek bgt nih barista cewe ini🌛 agak lain dibanding fo;negative
Pelayanan nya GK ramah, toxic;negative
Pelayanan ramah, tempat nya bersih, fast respon ketika melayani, dan selalu jadi tempat favorite saya ke fore ketika ke palangkaraya, varian yang selalu saya pilih selalu buttercream tiramisu latte terbaikkkkk;positive
Tempat nya enak buat nongkrong;positive
Cafe andalan sePalangka Raya, suka banget nyantai disini. Kopi sekut banget favorit ku karena lebih creamy dan sedikit lebih manis, nasi ayam teriyaki favorit nya anak-anak. Risoles juga enak, isian nya full.   Yang varian chocolate juga …;positive
Memiliki rasa yang enak;positive
Terima kasih sudah jadi tmpt santai q;positive
Servicenya diperbaiki lagi ke depannya;negative
Rasa mantap;positive
Keren dan nyaman tempatnya.;positive
Makanan nya enak, suasana nya tenang dan pelayanan nya cepat.;positive
Tempat nongkrong yg nyaman banget, bergaya jepang. Makanannya enak2. Pas banget buat nongkrong bersama keluarga atau sahabat.;positive
Pelayanan kurang ramah... Pesanan lama padahal gak rame2 banget;negative
Lumayan bagus & org2nya pun ramah;positive
Sip;positive
temaptnya bagus..;positive
Segerr kopinya;positive
Sedang lambatnya;negative
Greentea nya cucoookk...;positive
Hampir sejam baru selesai. Pesan manuka americano, jadinya americano biasa. Hadeh;negative
Oke buat laptopan dan nongkrong. Wifi lancar;positive
"Tempat : Suasana tenang, tidak bising suara kendaraan. Asik untuk nongkrong dan ngobrol bareng kawan atau pasangan.
Pelayanan : Ramah dan tanggap. …";positive
Tempat nyaman, pelayanan ramah dan cepat. Cozy banget dan cocok untuk work from cafe;positive
Cocok buat nyantai sma teman2;positive
Ramah, adem dan murah meriah;positive
Selalu ramai;neutral
Menu beragam, harga masih masuk kantong mahasiswa;positive
Pelayanannya kurang banget;negative
Aku sama teman-teman ku duduk di dekat kasir yg bagian pinggir, jujur bau saluran pembuangan nya ganggu banget. Semoga pihak manajemen lebih memperhatikan lagi. Untuk affogato nya enak, kmren ice cream nya coklat krna vanilla nya habis/kosong rasanya;neutral
Es Kopi Sekut Favorit bangettt;positive
Tabu nian;neutral
"Ricebowlnya terbaik sih, udah termasuk teh es. Affordable bgt harganya murah dan enak
Tempe mendoannnya enak soalnya sambelnya gurih bgt. Mas2nya juga baik dan ramah";positive
One of my favourite place to eat javanese food. I've tried most of their menu and they suit to my pallate. The service is good, you can ask for extra spicy here.;positive
Mantap buat santai;positive
Jangan lupa coba pasta tek tek;positive
bagus bagus mantap;positive
Minus pelayanan orderan online;negative
"Sebagai pengalaman
Saya beserta istri dengan 2 anak tiba di tempat dan sudah pesan makanan, indoor penuh terpaksa di outdoor ada banyak  tempat dgn 1 meja 2 kursi....mikirnya ngga …";neutral
Tempat nya nyaman 👌👌 …;positive
Enak buat nongkrong;positive
Tempatnya enak sesuai sama nama nya santai hihi , barista nya juga ramah bgt 🫰🏻 …;positive
Ulasan ini jujur sy buat berdasarkan pengalaman saya, Selasa malam tgl 17 des kmren saya melakukan reservasi ke nomor yg tertera di ig anggrek coffee, sy memesan meja utk 8 org indoor untuk tgl 18 des jam 5 sore, keesokan harinya di tgl 18 …;
"Order :
1. Dr.Creme Brule Coffee nya, enak, tapi kurang nya biasa nya kalau di cafe jenis minuman ini kadang di pinggiran gelas nya di kasih semacam gula yg di bakar, …";
Mantap;positive
Tempatnya berada toko kecil dengan jalan yang kecil berjalur cepat, kalau kalian belum pernah ke sini memang agak susah mencarinya karena terhimpit toko2 disebelahnya. …;positive
Salah satu tempat kopi 24 jam yang nyaman kadang juga bisa ada nobar kalo pas lagi ada match besar;positive
TOLONG UNTUK PELAYANAN KARYAWAN DIPERBAIKI LAGI  !!!!!!!;negative
Tempat kongkow dan Snack nya enak abis..🥳🥳🥳 …;neutral
Yomi rame jadi agak panas kalo kipasnya mati. Tapi untuk minumannya enak-enak dan suka semuanya terus bisa pake bubble juga. untuk snacknya walaupun murah tapi porsinya bisa buat sharing dan enak juga sih hihihi. Akses internet lewat WiFi …;neutral
Enak banget makanannya, walaupun cuman telur dadr sambel teri tapi rekomended lah, aku juga bungkus mienya sih enak juga tapi kurang toping menurutku;positive
Tempatnya bersih;positive
Memuaskan;positive
Rekomendasi;positive
Tempat utk bersantai yg representatif dgn aneka makanan dan minuman kekinian.;positive
"Sebagai masukan untuk peningkatan..
Keramahan saya acungkan jempol
Sangat ramah .. …";positive
Tempat minum, berkumpul, ngobrol, & bertemu.;positive
Makanan dan kopi.ny enak.. Rekomendasi tempat santai terbaik...;positive
Rasa ok, penyajian ok, harga terjangkau 👍 …;positive
sangat sangat enak difore ini;positive
No musik,tenang cucok utk kerja,porsi makananny gede n hemat ada promo bundling everyday 1 maincourse n 1 minuman varian tea;positive
Pelayan baik dan ramah;positive
Good !;positive
Nganter makanan nya ga ikhlas muka nya cemberut. Nganter minum langsung dari tangan tanpa nampan;negative
Tempat nya nyaman dan enak kopi nya;positive
Tempatnya oke aja sih dan free Wi-Fi.;positive
Mantap kopinya;positive
tempatnyaaa estetik, makanan enakkk enakk apalagi matchaanyaa, sama miee gacornyaa enak bgt!!!!;positive
Looks clean;positive
Sekte;neutral
Kereeeeennn;positive
Makanan disini enak minumannya juga dan di dalam ruangan tempatnya sangat sejuk;positive
Senang ada alternatif pilihan tempat nongki di Pky. Rasanya enak, byk pilihan..;positive
Kafe santai;positive
Salah satu tempat yang menyediakan eskrim cone di Palangka Raya. Harganya relatif murah, tapi jadi favorit anak-anak. Minuman lain juga ga kalah enak;positive
Kopi enak, tempat nyaman;positive
Tempatnya enak buat nongki, terutama area outdoornya. Kopi dan makanan enak, cuman makanannya kurang banyak variasi aja.;positive
Lumayan;neutral
Makanan minumannya gaada masalah enak enak aja, tapi tolong dievaluasi pelayanannya. Saya liat ada review serupa di bawah sekian bulan yg lalu tapi masih aja pelayanannya kurang mengenakan. Inputnya lambat, sambil ngobrol dan sibuk sendiri, …;negative
Saya kira Dubstep 😂 …;neutral
Menu Gudeg komplitnya mantap, gak mengecewakan untuk rasanya, harga juga sesuai dengan porsinya.;positive
Sesuai harga;positive
comfortable place;positive
Serving time baik, tapi saat menyajikan waiter gemeteran hingga minuman saya tumpah. Banyak serangga kecil beterbangan bahkan hinggap di makanan minuman, sangat mengganggu! Makanan dan minuman cukup pricy untuk tempat yang mengedepankan konsep venue.;positive
Tempatnya santai cocok buat bersantai bersama teman, keluarga, pacar, suami dan menunya recommended.;positive
Good foods and drinks, comfort;positive
oke;positive
Cozy, dingin ac nya 3🤌 Makanannya juga enak enak …;positive
Sweet macha dan kopinya enak. Baristanya jago nyanyi. Ownernya baik, suka bagi rokok. Brando Windah pernah ngopi di sini adik-adik.;positive
Tempatnya bagus, snack dan kopinya enakk;positive
Coffee nya enak agak creamy, sayang nya es batu lebih banyak daripada coffee. Cireng nya juga enak. Kemarin take away karena coffee shop nya ramai sekali di jam makan siang. Harga nya terjangkau. Pelayanan ramah.;positive
tmpt nongkrong skalian mangkal grab;neutral
Mesan mie nunggu 2 jam;negative
Hanya pesan 2 kopi susu tapi sangat lama;negative
Mantep bangeet;positive
Cepet banget bikinin orderannya, rasa makanan juga ok;positive
nunggu makanan dari jam 5 - 7 malam ga datang datang, ternyata sistemnya bermalasah, dan tidak dikonfirmasi!;negative
Good coffee, for good people;positive
ini minuman green tea nya emg beda gini ya anatara takeaway sama dine in? rasa nya juga beda, mesen nya padahal cmn beda beberapa menit aja;negative
pelayanan lama, sudah pesan hampir satu jam ga dateng dateng, dua kali bilang ke kasir katanya sebentar lagi, ternyata katanya gatau kalo blm di antar;negative
YESSIRRRR TEMPAT PALING NYAMAN, MINUMANNYA ENAK GAK NGEBOSENIN RAMAH DI LIDAH CIHUYYY;positive
Ok lah;positive
Makanan dan tempatnya enak dan nyaman..mienya favorit sekali...;positive
tempatnya lega dan kopinya lumayan. cuma untuk disuruh ngambil dari lt.2 itu agak melelahkan;positive
Hot plate nya enakkk dan murah. Cm untuk minuman nya kurang bgt rasanya;neutral
kopi espresso kesukaan saya, harga terjangkau;positive
Pelayanan memuaskan .. makanan n minumanya recommend..;positive
Tmptnya nyamn, kopinya enak;positive
Makanan nya enak;positive
"Saya suka banget gudeg nya, tempat nya juga enak, pelayanan baik.
Sudah sering kesini, untuk harga juga tidak terlalu mahal.";positive
ey buan k mau liat stiker lah -momon;neutral
Tempat ngopi dengan suana rumah;positive
Enak buat nongkrong, makanannya cocok dilidah, terutama roti croissant nya, mantappp;positive
Sukaa sama menu nya yg banyakk, makanan dan minuman yg enakkk bangetttt🥹🥹❤️❤️❤️ trus tmptnya jg bikin nyaman untuk nongkiii🫰🏻🫰🏻 jayaaa terus maju makmur semoga makin ramee💪🏻 …;positive
overpriced beverages without any special taste or place;negative
Barista nya ramah mudah bergaul selalu meberi pelayanan baik dan murah  senyum, makanan dan minuman nya enak2 dan beans yg dijual di mm juga enak2 🙌🏻 …;positive
Suasana nyaman dan nyaman😁 …;positive
Mohon tukang parkirnya bisa lebih tertib lg.;negative
Tempat ny pw;positive
Pesan makanan sama roti, makanan udh habis roti belum datang;negative
One of the most comfortable cafes in town! The food and drinks are super affordable with big portions for one person or many people. What I really love is the Fried Chicken with Lemongrass. It tastes so yummy! Love the Iced Matcha Green Tea as well. ;positive
Anak palangka wajib kesini si;positive
Tempatnya bagus;positive
Sebagian besar direkomendasikan.;positive
Pertama kali makan disini bebek rica nya enak, tempatnya juga enak buat sambil ngobrol dengan kerabat atau rekan kerja;positive
Tempatnya luas dan bersih. Makanan dan minumannya berkualitas dan enak. Banyak space untuk nongkrong bareng. Worth it lah;positive
Cocok buat tempat nongkrong sambil ngerjain tugas;positive
best buat nongki..butterscotch enak trs favenya ini garlic bread;positive
Tempatnya baguss;positive
Tempat asyik, santai, dan enak. Harga stabil;positive
Perpaduan kopi dan susunya pas,  snacknya enak,  tempatnya bagus,  nyaman dan bersih😊 …;positive
one of the best coffee shop in town! love their hot cappuccino. Cozy place, affordable price and friendly staff. Indoor and outdoor seating available. Bakal balik lagii kesini. highly recommend!;positive
Minuman nya enak-enak, cocok banget buat anak muda yg butuh healing.;positive
Tempat nya bagus.. Dan yang paling asik parkiran nya luas banget;positive
Mie Latupnyaa juaraa bangett!!🤩🤩🍜barista ramah dan friendly serta tempatnyaa nyaman bangett🫶🏻🫶🏻 …;positive
Mango ricenya enak, terus kopinya juga sesuai sama selera aku;positive
Banyak variant makanan dan minuman. Dari snack hingga makanan berat.;positive
Tempat nya bersih dan pelayanan nya ramah;positive
Pelayanan ramah banget, kopi enak jugaa, barista juga cakep cakep.;positive
Lama ga makan dsini, waktu br pertama buka mpe skrg bnyk perubahan ke arah yg baik, variasi menu makanan n minuman layak dcoba gasss...;positive
Coffee shop yg asyik, roastery, jual perlengkapan kedai kopi, semuanya lengkap deh;positive
"Nyaman banget tempat nya minuman sama makanan nya enak"" juga . Rekomen banget es kobar nya🤤 …";positive
Tempatnya nyaman. Ownernya ramah;positive
sangat memuaskan dan sangat keren🥰 …;positive
Pelayanan yang bagus;positive
Pesanan 1 jam lebih baru datang, sebenarnya mau cancel aja pesanannya. pelayanan buruk;negative
Nice coffe;positive
Dibelakang tamannya nya lebih terang, adem banyak kipas sama colokan 👌👌👌 …;positive
good place;positive
ada ruangan ngerokoknya yg ber ac mantaplah buat para perokok;positive
Seminggu sekali bisa mampir kemari tuk beli Ayam Bumbu Rempah dan Kopi Nanika bersama Keluarga.;positive
Lumayan sering nongki disni, dekat dengan sekolah anak. makanan dan minuman lumayan enak, harga bersahabat;positive
Tempatnya rame, banyak cewe cantik, kadang ketemu temen lama, asique gitu tempatnya;positive
Saya pesan saikoro blackpepper dagingnya gak matang, tolong sebelum makanan disajikan ke konsumen itu dicoba dulu rasanya gimana, dagingnya sudah matang apa belum. Ini yang bisa dimakan cuma nasinya, daging nya masih mentah. Sudah nunggu …;negative
Tempat yg nyaman untuk nongkrong sembari mengerjakan tugas kuliah, atau hanya ngobrol santai.bersama teman atau pasangan. Tempatny bersih, varian minumannya bnyak, cemilan-cemilan juga ada dan tersedia free wifi;positive
Setelah sebelumnya kecewa dengan es kopi susu lain di Palangkaraya, akhirnya mencoba pesan di sini. Alhamdulillah, es kopi susunya enak, pas rasanya.;positive
Luas nyaman. Makanannya ada yg kemanisan ada yg keasinan.;neutral
Menu Kurang enak. Pelayanan kurang, pesen sendiri bayar sendiri ambil sendiri, harusnya waiters menghampiri customer bukan pesan sendiri lalu bayar sendiri ambil pesanan sendiri di kasir. Tlong diperbaiki;negative
Tempatnya dulu di jalan baban sekarang pindah ke jalan c.bangas. Menunya oke banget. Kopinya kopi banget dan beneran kopi yg literally pekat dan enak. Makannya ada burger, kebab, ayam, dll. Ruangannya ada indoor dan outdoor cocok untuk ngobrol, nugas;positive
"antar anak nemuin cs nya... anak muda banget ni tempat jadi sendirian om omnya 😁😁. rame bingit
#nasasampit …";neutral
setiap sabtu ada music live.. d tambah makan nasi pecel hmmmm nyam.. nyammmm;positive
Recommended banget tempatnya;positive
Cozy Places to hangout ☺️👍🏼🎉 …;positive
Tempatnya bagus buat foto, kalau makanannya enak, lebih ke Snack yg ringan. Minumannya juga good. Perlu tambah variasi makanan berat. …;positive
"Kami sekeluarga pelanggan Warung Garasi,
Ini restorant Javanesse Food dengan cita rasa asli khas JawaTengah.
Kami suka Garang-Asem, Gudeg Yogya Kompleet, Ayam Kampung & Bebek Goreng Bakar, …";positive
Lokasinya gampang dijangkau, parkiran lega, tempatnya nyaman dan makanan minumannya enak. Mixed platternya pemersatu keluarga banget. Kopinya sip, non kopinya juga lumayan lengkap. Tapi di manapun, anak2 hampir bisa dipastikan akan milih yg …;positive
Tempatnya sangat nyaman, dan full ac sangat memanjakan costumer;positive
chocolate nya enak, sosis dan nuget nya mantap kombinasi yang sedap. ditambah lagi dengan tempat yang estetik buat nongki sehabis kerja, rekomended banget pokoknya. …;positive
Sedikit pricey, wifi cepat, cocok buat mahasiswa skripsian;positive
Mantap🤩🔥 …;positive
Tempatnya enak, makanan nya enak, pelayanan ramah dan baik;positive
Suasana cozy, cocok untuk nongkrong bareng teman-teman. Ramennya enak banget🫶 Porsinya besar jadi bikin kenyang …;positive
Dingin, roti dan minuman lengkap;positive
The cafe is good 👍. From my point of view, if lots of people come to a place, I consider it as a good place 👍. The service is also good 👍 …;positive
good place to sit and relaxing. nearby hospitals and also provide spacious parking line. has live music shows at weekends times;positive
Lokasi strategis pinggir jalan besar, tempat duduknya banyak, untuk yg narsis banyak spot untuk foto-foto;positive
pesan bakaran aja hampir nunggu 1 jam;negative
Kurang penjelasan menu paket puasa. Dimenu banyak pas datang cuman 1 menu;negative
Ownernya ramah,ganteng, dan baik hatiii;positive
Sangat Recomended;positive
Space masih kurang luas, termasuk tempat parkir R4;negative
"Sepertinya ini cafe tempat nongkrongnya generasi milenial. Pengunjungnya dominasi anak muda.
Lumayan rame. Kalau ga salah ini tempat eks Bebek Kalijo.";neutral
Tempat lega dan nyaman, ambience christmas nya berasa, indoor outdoor sama enak dan lega.;positive
tempatnya banyak nyamuk.;negative
Sejauh ini cafe yang nyediain dimsum yang enak selain minumannya. Biasa kalau udah ngk ada ide mau kemana tanaka pasti jadi pilihan kalau mau nyemil enak dan nongkrong asyik;positive
CG03 Ok.;neutral
"Ada rambut di makanannya
Terus mba kasir dan mas kasirnya ketawa2 krna teman saya duduk di kursi dan kursinya patah, kita tau kita salah tapi ga seharusnya diketawain hehe ga sopan
Trims";negative
Tempat sangat nyaman, lengkap dengan smoking area full ac;positive
Kopinya enak, makanannya juga enak, harganya standar, tersedia indoor dan outdoor, recommended 👍🏻 …;positive
