pool_idx;ulasan;label
1680;"Makanannya lama sekali, sampai2 ada yg lgs ninggalin makanannya tp blg2 lagi
Hrsnya pemiliknya stand by apalagi msh awal pembukaann
Yg dtg msh review jd byk penilaian";negative
1917;"Adminnya slow respon.
Makanan banyak kosong dan sedikit menunya.
Makanannya sudah pesan tp datang terlambat. …";negative
2497;"saya beli risol 1 porsi pelit bgt
masa 1 kotak 1 porsi, isinya 1 biji.
ga worth it.";negative
906;"Take a way 1 gelas kopi lewat aplikasi nunggu hampir 20 menit
Padahal waktu itu gak banyak orang
Ayo mba2 yang cantik yg krja dsna jgn byk ngobrol/ghibah..";negative
2583;"Makanan datang sangat lamaa.
datang tidak sesuai antrian.
sudah menunggu 1 jam setengah tetapi belum datang malah pesanan teman saya yang …";negative
873;"Beverage : the coffee is too sweet
Snack : you should add the variety of your snack
Place : the AC system doesn't cool down the air and I hope you can  fix that please.";negative
207;Ayam bakarnya enak, gak bohong mmg enak. Tapi kenapa lama bangeeeeettt 😭 nunggunya 1 jam 🥲 padahal waktu itu suasananya lagi sepi2 aja 🥲 keburu asam lambung w nunggunya 🥲 kalo lama kan dari awal bisa kasih tau ya, jd kita bisa ganti menu 🥹 …;negative
1919;"Tempatnya cukup bagus ..ada tenda ada pondokanx..nuansa alam terbuka...cocok utk bersama keluarga maupun teman2..tp musik livenya mungkin terlalu kencang
Datang keduakalinya pesanan makanan tdk datang2 sampai 1jam an ..saya pikir karna terlalu ramai mlm minggu..eh pas pesanan dtg bilangnya catatan psanannya ga keliatan..";negative
543;"Kopinya endulsss banget, tempatnya cozy juga buat nongkrong malem malem karna kalau siang puanassss pol
Oh iya kemarin sempat mesan dimsum mentai,tapi zonk banget karna di dalam dimsumnya masih ada jahe utuh yang lumayan gede jdi ngerusak rasa dimsumnya";neutral
2370;Tempat nongkrong yg cozy, tapi makanannya krg cocok;neutral
769;muantap kopi perpaduan gula arenya harga wong desoooooooiio;positive
1023;"Dengan tatanan Desain interiornya berasa lgi ngafe di Kota Kembang.. 😬
gayanya gak monoton kyk kebanyakan cafe di kota ini. Setiap sudutnya instagramable. …";positive
802;Lumayan panas, AC kurang enak, minuman standar;negative
1182;"Tempatnya lumayan, yg menurutku gak fair itu, gak ada harganya di menu.
Ini jadi nilai minus sekali.
Terkesan menutupi harga.";negative
265;"Tempat yg nyaman dan enak untuk nongkrong dan bersantai. Sukses terus.
Tapi syangnya wifi tdk ada.";neutral
102;"Cuci mesin mobil dapat mencegah kerusakan mesin"""" dan """"Cuci mesin mobil dapat memperpanjang umur mesin"""". …";neutral
1397;"~ Wagyu meltique tenderloin tingkat kematangan medium rare , sauce mushroom🫶🏼👌🏻
~ Bufallo Chiken O’falkes 😍😍
Sedikit Pedas,manis,gurih,crispy dan daging ayam nya juicy …";positive
231;"Tempatnya cozy,minumannya juga oke..sering penuh,jadi sedih banget kalo gak kebagian tempat ☹️
Kata temen2 bukanya 24 jam,tp belum sempet nanya sma pegawainya bener atau gak..kalo bener sih mantap lah,jadi bisa order kopi pas lagi lembur 👍";positive
317;Lumayan baik;positive
104;"Car wash ampas..
minta tambahan di luar nota krn bawahnya kotor katanya dan
hasilnya pun ga bersih juga... cukup skali lah ksini";negative
843;"Bukan untuk yang kelaperan dan buru-buru.
Nikmati kopinya... ngobrol bersama teman/keluarga sembari menunggu makanan disiapkan bisa mengurangi rasa bosen/lama menunggu makanan kita siap.";neutral
1142;Iseng nyoba pesen makan, niatnya pesen katsu tapi kosong, ganti ke ayam bakar taliwangnya ternyata enak banget, porsinya juga bikin kenyang. Pelayanannya ramah, ruangannya nyaman enak buat sendiri maupun rame-rame. Lumayan harus sabar, …;positive
651;"Tempat luas,parkiran luas,muat banyak orang.

Mesin kopi bagus,bahan yg digunakan yg kelas mid-low makanya harganya bisa …";positive
1392;"Tempatnya bagus, ada indoor dan outdoornya, makanan dan minumannya enak-enak
Tapi kurang cocok sih di kantong mahasiswa, tp kalo sekali-sekali bolehlah wkwkwk";neutral
147;Cukup menarik;positive
589;"Kurang suka dengan menu makanananya.
Suasana cukup bagus";neutral
2473;Tempatnya enak banget dan harganya bersahabat. Cuma minumannya agak terlalu manis dan kebanyakan gula;neutral
364;Kopi susunya enak pakai banget. Yuks kuy rasain sendiri 🕺 …;positive
2880;"Kopinya

Pelayanannya …";neutral
1749;"Kopinya

Pelayanannya …";neutral
2410;Pelayanan nya jempolan, makanan dan minuman nya pas sekali;positive
307;Hang out, kerja jg bisa;positive
2620;"1 Kata aja ya.
""PERFECT!";positive
842;"Bukan untuk yang kelaperan dan buru-buru.
Nikmati kopinya... ngobrol bersama teman/keluarga sembari menunggu makanan disiapkan bisa mengurangi rasa bosen/lama menunggu makanan kita siap.";neutral
1552;"Perlu dibanyakin terkait ready menu di cafenya mas... krn snack hanya ready kebab aza tadi. Yahh ...khann
Pdhl ini jadwal malam mingguan...syg bangett";negative
880;Gelas minum (selain kopi) nya tolong agak dibesarin;negative
199;Mkanannya enak enak smuaaa😍 kopi nya jga enak cuma kurang suka teh nya aja sih pait ga manisss …;positive
280;Minum kopi sambil nyemil nyemil bisa, hanya saja cemilan cakenya belum tersedia;neutral
1928;Kurang penjelasan menu paket puasa. Dimenu banyak pas datang cuman 1 menu;negative
201;Vip room bagus, makanan enak walaupun pernah makan jam 12 malem lebih tp agak gimana gitu rasa opornya. suasana bagus walaupun harga agak pricey untuk segelas minuman yaa, tapi overall worth it buat nongkrong krna enak tempat+menunya. minus sofa vip nya nggga empuk;neutral
897;"Biasa nya aku pesen isi nya full
Karna emang sering pesen fore
Ini isi nya dikit …";negative
511;"Cafe 24 jam yang lokasinya strategis.

Vibes malam sama siang jujur beda, kalau malam penuh kalau siang lebih enak buat …";neutral
35;Minumannya enak👍👍👍👍👍👍 tapi sayang cirengnya agak berminyak digorengnya dan terlalu lembek but it's all about preference sih, saya malah prefer pisang gorengnya, enak... utk tempatnya luas dan cozy, enjoyable... pelayanannya oke👍 untuk harga standar coffee shop pada umumnya …;positive
650;"Tempat luas,parkiran luas,muat banyak orang.

Mesin kopi bagus,bahan yg digunakan yg kelas mid-low makanya harganya bisa …";positive
693;sampai jam 4 subuh cuy;positive
114;Jera nyuci mobil disini, biaya mahal bersih kagak, minta biaya tambahan kirain nambah bersih sklinya nihil hasilnya;negative
1028;Kopi 20+, Makanan d bawah 50,;neutral
1906;"Tempatnya dh bagus bgt, tp sayang makanannya ""terlalu sehat"" semua alias hambar kecuali burgernya";neutral
2170;Majulah dengan sejahtera;positive
753;Tempat tongkrongan anak muda yg harus dikunjungi, sambil minum kopi;positive
1759;"makanan nya sih enak enak ya, pelayanannya cukup lama pdhl cuma saya pelanggan yg beli waktu itu.
but sorry to say didalem ko bau pup nya nyengat bgt yah, rencana saya mau ngadem …";negative
1849;"🔸 berada di tepi jalan kinibalu dan mudah ditemukan
🔸Sepertinya diminati kalangan muda karena termasuk cafe baru
🔸Ada konsep terbuka, indoor, private, area bermain anak dan bar …";positive
1679;"Makanannya lama sekali, sampai2 ada yg lgs ninggalin makanannya tp blg2 lagi
Hrsnya pemiliknya stand by apalagi msh awal pembukaann
Yg dtg msh review jd byk penilaian";negative
2382;Makanan dan kopi ny enak, tempat ny selalu ramai. Tempat duduk ny agak terlalu dempet ya tpi. Parkir mobil terbatas.;neutral
1407;"Makanan enak2
Cuman agak pricey yaaa";neutral
1263;Temptnya keren, bisa buat foto2 kalo PD sih. Soalny disini rame.;positive
1326;"Tempak berkumpul yg asik dengan harga yg bersahabat
saran aja buat makanan jangan menggunakan tisu wajah untuk alas makanan , tisu buat khusus makanan sudah ada 👌🏼 …";positive
1470;"Sebagai pengalaman
Saya beserta istri dengan 2 anak tiba di tempat dan sudah pesan makanan, indoor penuh terpaksa di outdoor ada banyak  tempat dgn 1 meja 2 kursi....mikirnya ngga …";neutral
2858;Mas nya ganteng;positive
1341;untuk rasa emngg oke dengan harga yang terjangkau udah bisa bikin perut kenyang;positive
1607;"Kasih masukan buat ownernya..
Kedepannya waiter di briefing agar lbh fokus mengurutkan bill pemesan, jd ga salah urutan antar orderan.. …";negative
1047;makanan enak bgt. tp tlng y mbak kasir stop liat2 pengunjung pas lg makan. jd ga nyaman bgt diliatin mulu hehe;negative
1933;Kedai nongkrong dengan konsep outdoor yg asri beda dari tempat outdoor lain di palangkaraya;positive
1336;"Minumannya terbilang enak2.
Antrinya aja yg agak padat, kebetulan saat itu siang menjelang sore.
Kalo tidak teliti, antrian kita bisa keserobot seperti 2x pengalaman teman yg …";neutral
704;"Enak pokoknya
Untuk harga dan rasa ga seimbang, enak 👌
Waktu itu pesan Nasi ayam teriyaki, nasi ayam sambal matah, dan Harus Tahu …";positive
1642;"Makanannya lumayan, tapi terlalu manis.
Pelayanannya lama dan kacau, sepertinya perlu ditingkatkan.";negative
179;"Bagian resevasinya misscom sama kasir
Ntah yg mana yg benar
Pdahal sudah kasih deposit sebelumnya …";negative
2412;Nyaman banget sih buat nongkrong sayang waktu kesini udh pada habis cemilannya karena datangnya juga kemaleman... Tapi best sih rasanya;neutral
527;Area Parkir Luas. Dine In ada indor dg AC . Outdor yg luas pengunjung bisa memilih dimana mau duduk.  Live music setiap Saturday night, namun jika tdk ada live music sebaiknya bukan lagu Dewa19 diPutar berUlang, di Spotify byk kan pilihan …;positive
2146;kasir input sesuai pesanan, ramah, dan tetap sabar saat masih pilih menu;positive
1274;Tempatnya luas. Vibe nya pas untuk foto-foto. Ada out door nya juga. Malam minggu rame nya sampai penuh;positive
2732;Mantabh kopiny..hrgany lumayan bshabat..buat yg udh kerja;positive
1729;"Tempatnya standar, tp makanannya enak.
Minumannya lumayan";positive
238;"Sangat pas untuk Nongki, tapi terlalu ramai sehingga untuk privasi agak kurang.
Kalau mau privasi room harus jd membee dulu.";neutral
771;Pelayanan buruk;negative
1791;Pelayanan Buruk!;negative
678;"Kami datang jam 09.00 belum buka.
Padahal di jadwalnya jam 09.00 cabang hq atau cut nyak dien sudah buka
Menunggu hingga 09.10 masih blm buka. …";negative
701;"nasi tongkol suwir enak, ayam teriyaki enak,
kalau menu ayam yg lain kadang suka keras gitu :(
tahu nya juga kadang keras :( …";neutral
2657;"Tempat nyaman, bersih, cozy dan estetik
Menu sama dgn neverland 1
Pertahankan kualitas ya";positive
303;Buka 24jam, rame terus.;positive
674;Tempat “Paling Wenak” kadang enggan pulang, tanpa wifi,  enak buat ngobrol dan tukar opini dengan pelanggan lain mungkin dari kopi dan hal lainnya. selalu mendapat teman baru. jangan takut datang sendiri karena #AboutSomethingSayangKamu. dan satu lagi ngopi gak perlu mahal pas di kantong service dan rasa bintang 5.;positive
1019;"Tempatnya cozy
Luas, kamar mandi bersih,prokes
Kopinya enak harga standar …";positive
290;"Ikan nila goreng blm masak dalam nya...
Alhamdulillah";negative
2351;"Pengalaman yg tidak menyenangkan.
Pesan butterscotch dan og latte.
Pada menu tertera coffee dan non coffee …";negative
2610;"Kesan pertama datang ke plovdiv
Tempatnya lumayan nyaman
Makanan & minuman harga standard
Rasa boleh juga👍 …";positive
905;"Take a way 1 gelas kopi lewat aplikasi nunggu hampir 20 menit
Padahal waktu itu gak banyak orang
Ayo mba2 yang cantik yg krja dsna jgn byk ngobrol/ghibah..";negative
830;Kalau suka kopi manis boleh saja, tapi kalau tidak suka manis bisa dikurangi gulanya;neutral
110;"hati2 yg mau cuci mobil di sini❗️
lebih berhati2 kalau menaruh barang berharga/uang didalam mobil❗️
baru sore ini cuci mobil disini salah satu pegawainya berani ambil uang di dalam …";negative
1851;"Suasananya nyaman. Biasanya makanannya enak, tapi sayang kali ini baby cumi yg disuguhkan sudah basi.
Kasir sangat tidak menyenangkan an congkak.";negative
1382;Wow taguk.ha yos tempatnya kren;positive
874;"Beverage : the coffee is too sweet
Snack : you should add the variety of your snack
Place : the AC system doesn't cool down the air and I hope you can  fix that please.";negative
1024;"Dengan tatanan Desain interiornya berasa lgi ngafe di Kota Kembang.. 😬
gayanya gak monoton kyk kebanyakan cafe di kota ini. Setiap sudutnya instagramable. …";positive
1344;"Maaf, biasa banar..
Mie gorengnya banyah aka. lembek.. Minta tambah telor dadar di mie gorengnya ga bisa.. …";negative
1972;"Tempat nya enak, tapi yang melayani nya ga enak, penjual seperti tidak butuh pembeli.
Mana ga sopan barista cewe ke barista cowo, masa ngasih barang dilempar sampe jatuh, hedehh🥲 …";negative
2181;"Udah kali ke 3 makan disini , enak bgt APPROVED bgt smua maincorsenya ✨️👏
Aoalagi deket bgt dr rmh 😬 Kopi best sellernya OK 🤤 …";positive
2492;tempatnya estetik, lt 1 nya bersih, lt 2 nya bagus, kopinya enak, tempatnya cozy, self service nya agak membebani pelanggan yg akan nongki di lt 2, ada beberapa makanan yg plating nya kurang memanjakan mata seperti piringnya yg terlalu …;neutral
1440;Kita Arisan bulanan di cafe ini.nyaman dngan suasana nya.anak2 pun bisa main dngan aman.;positive
699;"nasi tongkol suwir enak, ayam teriyaki enak,
kalau menu ayam yg lain kadang suka keras gitu :(
tahu nya juga kadang keras :( …";neutral
641;Yaman banget,;positive
1542;"Seru, asik untuk ngerjain tugas. Minuman greenteanya enak untuk yang gak suka kopi. Lain kali pengen coba pesan Caramel Latte, sama Pasta, juga Kebab.
Ini tampilan di depan jalan masuknya.";positive
2703;Barista nya ya ampunnn jutek bangettt 😩kayak ganiat gitu, saran aja buat banyakin senyum, makanannya udah oke padahal …;negative
2807;"bakminya enak, kopinya nendang, pelayanannya ramah, dan suasananya cukup nyaman.
buat gerbang parkir keluar mungkin bisa diberi tanda atau plang kalau itu arah …";positive
1376;Harga di menu cukup ramah di kantong;positive
1902;Harganya terlalu pricey dan ga worth it. Pas hujan banjir dimana2 susah jalan bikin ga nyaman padahal tempatnya jauh dari mana2 pas sampe kurang memuaskan. Saya gatau ini owner nya sudah atau belum buat mengatasi banjir ini. Udah bayar …;negative
1837;Cukup baik kopi dan suasana nya;positive
509;Tempatnya nyaman untuk santai kalau malam hari ada tumbuhan diluaran. Luas halaman diluar bisa bawa anak kecil juga. Tersedia kursi tempat duduk yang kosong unik. Disini rame terus mungkin menariknya suasana malam luar hari. …;positive
2329;"mohon dibenahi untuk attitude karyawannya 🙏🙏 …""";negative
1173;tempatnya cozy.. donatnya enak, kopinya..? enak, tapi setiap kali datang selalu pesan yang berbeda jadi belum bisa menentukan di level mana rasa dan konsistensinya. …;positive
2405;"Sangat sangat Sangatttttttt Mengecewakan Pelayanan sangat Jelek.
pesanan sangat lama,nunggu hampir 2 jam baru dibikinkan padahal keadaan cafe tidak terlalu ramai.bahkan kasir tidak ada rasa bersalah atau meminta maaf sama …";negative
1609;Suasan Enak, Makanan Enak,Kopi nya jg Enak... Pelayan nya juga Ramah.. Cmn Jukir Agak Rese.. + untuk Parkiran Motor Puanas Banget kalau di siang Hari.. kalau bisa lebih di kondisikan tempar parkir motor nya jgn di depan deh di bagian …;neutral
144;🥰 wajib dikunjungi. …;positive
39;Nyaman sekali;positive
1410;cafe yg enak.. cobaan nasi goreng kambing. Saran steak untuk pilih medium rare, lbh juicy . Kalau welldone jd alot / kenyal;positive
736;"Siapa yang nyingkat jadi Kopi ABS segala!!!??
Susah nyari di MAP Sesat!!!";negative
161;Makanannya oke, tapi ada potongan kulit telur di salad caesar saya. Sayang sekali untuk tempat yang nyaman;neutral
103;"Car wash ampas..
minta tambahan di luar nota krn bawahnya kotor katanya dan
hasilnya pun ga bersih juga... cukup skali lah ksini";negative
198;Cocok untuk nongki, cuman kalo hujan agak repot karena blm tersedia payung.;positive
2339;Awesome;positive
1864;Makanan enak rekomend bnget, layanannya jga oke banget kdg2 sih krywannya ad yg ramah ad jga yg juteeekk ,aku jg prnh krja di resto tpi secape apapun aku bsa ramah selalu dngan customer,klo udh lelah ya mnding resign aja ksian yg punya …;positive
592;"Ayam wokunya enak, bumbunya berasa, wangii.
Banana roll nya juga enak, tapi sayang gahabis makannya waktu itu karna ada rambut dalam pisangnya😭 padahal masih mau makan, sayang juga ga sempat komplain langsung …";neutral
2718;untuk rasanya makanan yg sy pesan enak dlm arti busa diulang dtng kembali, suasana didalam panas apa lgi duduk dibalkon. krn waktu dtng pas jam 3an sore.;neutral
1367;Pokoknya taro ter enak ada di taguk ha;positive
1396;"~ Wagyu meltique tenderloin tingkat kematangan medium rare , sauce mushroom🫶🏼👌🏻
~ Bufallo Chiken O’falkes 😍😍
Sedikit Pedas,manis,gurih,crispy dan daging ayam nya juicy …";positive
183;Coffee shop 24 jam di Kota Palangkaraya. Coba es Kopi Keganangan (kopi susu) dengan rasa menurutku cenderung light. Banana crunchynya enak, mendoannya so so. Harga lumayan affordable. Tp karena duduk di luar agak panas, trs deket sama tempat sampah jdnya ga nyaman kecium bau sampah makanan, mgkn bisa diatur tempat sampahnya.;neutral
583;"Semua okeeeeeee.
Pas dtg kesini pertama kali nyoba2 sihhh.
Alhamdulillah ga menyesal. …";positive
1766;Tempatnya di tengah kota, sering didatangi oleh muda-mudi. Banyak meja di outdoor, tapi semuanya full. …;neutral
2782;Makanan nya enak. Tapi sayang bartender nya yg dibagian kasir ketus dan kurang sopan. Kami makan bayar gak minta minta.;negative
2084;Kasir sgt tidack ramah, order manual brew ikut liat caranya hasilnya under extraction itupun Opini baristanya, ditawarin utk diulang di iyakan tp ketus bgt, kl mau ikut gaya cafe Jakarta yg marah2 jgn nanggung2 marahnya  👍🔥👍...sy edit dr b1 ke b3 krn lgsg mnt maaf, nanti ksh b5 kl pelayanannya lbh baik, …;negative
1874;Itu kasir cewek rambut pendek ga ramah bet. Eh ramah ding, ke temen2nya he he he;negative
1324;"TAGUK HA SEKARANG BEDA DENGAN TAGUK HA YANG DULU.
NUNGGU PESANAN NASI GORENG TAGUK HA DAN KOPI HITAM MANIS BEGITU LAMA.
DULU ORDERAN GOJEK CEPAT SELESAI SEKARANG BEGITU LAMA. …";negative
2475;mbak nya ga ramah✌️;negative
664;Cafe andalan sePalangka Raya, suka banget nyantai disini. Kopi sekut banget favorit ku karena lebih creamy dan sedikit lebih manis, nasi ayam teriyaki favorit nya anak-anak. Risoles juga enak, isian nya full.   Yang varian chocolate juga …;positive
1990;"1. Dimsum kukus enak, berdaging.
2. Bluberry cheesecakenya, juara, selai blubberynya gak terlalu asam pas, meskipun cakenya agak keras karna di dalam mesin pendingin, tapi tetap enak , jadi …";neutral
669;"tempat paling pw sepalangkaan wkwkw
tukang parkirnya ramah";positive
1673;"Makanan enak, minuman enak, lokasi bagus,.cocok lah untuk santai,.
Saran, fasilitas kurang musholla, waktu pertamakali datang, musholla bisa digunakan, kedua kali datang sudah tidak bisa lagi digunakan. Semoga mushollanya segera bisa digunakan kembali.";neutral
1327;"Tempak berkumpul yg asik dengan harga yg bersahabat
saran aja buat makanan jangan menggunakan tisu wajah untuk alas makanan , tisu buat khusus makanan sudah ada 👌🏼 …";positive
446;Variant minuman, makanan dan snacknya cukup bervariasi. Rasanya oke 👍 Untuk vibe tempatnya cocok buat nongkrong, atau ngerjain tugas. Kesini tertarik sama menu makanan yg ada di reels ig, tapi ternyata masih belum ready di menu 😅 Semoga semakin berkembang ya. This place have a good potential ✨ …;positive
10;Cafe nya ga begitu luas, tapi tempat nya cukup nyaman. Ada indoor dan outdoor nya. Outdoor ny kyk tema taman kecil gtu bnyk tumbuhan ny. Menu makan dan minuman harga nya standar, nasi ayam kalasan dan chicken katsu nya enak, rekomended 2 menu itu. Selalu ramai di hari weekend. Termasuk cafe yg rekomen di kota Palangkaraya.;positive
422;"Cukup tenang untuk sebuah kedai kopi, sedangkan di tempat lain mungkin Anda akan merasa terlalu ramai atau terlalu berisik, jadi jika Anda menginginkan tempat yang lebih santai, tempat ini adalah pilihan yang tepat.
Kopinya juga enak, mereka memberi Anda beberapa pilihan yang bagus, jangan lupa untuk mencoba es kopi mereka yang lezat juga, saya suka.";positive
2223;First time ke Seperti Biasa, tempatnya lumayan enak cuma indoor terlalu sedikit kursinya. Spacenya terlalu kicil. Tp outdoor nya enakeun krn banyak kursi dan aman dr hujan. Makanannya enak2, kopinya juga enak meskipun sedikit strong utk lidahku yg suka manis.. sukses terus Seperti Biasa❤️;neutral
269;"Es Kopi Susu Rum paling juara 🔥
Update feb 2022, harga ada sedikit kenaikan namun rasa malah berkurang …";neutral
1295;"Tempatnya nyaman, minuman sama makanannya enak🫶🏻
Harganya terjangkau
Wifinya kencang👍🏻 …";positive
2758;"Suasananya nyaman, konsepnya kaya cafe cafe di ubud
harga sangat bersahabat di kantong mahasiswa";positive
1069;Tempat Nyaman.. Cuma kurang banyak tempat indoor nya.. Nice;positive
1686;Menunya unik;positive
961;Tolong untuk pesanan di aplikasi bisa di percepat lagi🙏 …;negative
1453;"Makanan, minuman & suasananya enak.
Pegawainya agak pendiam tapi ga masalah sih …";positive
536;memang bagus nya ke sini malam... Cafe yg buka sampai jam 12 malam, jd makin malam makin rame. Suasana nya enak yg outdoor, banyak space juga cuma kalau datang rombongan ya siap2 ga dapat tempat🤭. untuk kopi sich standar yaa... sama makanan …;positive
404;V60 nya top!;positive
656;Tempatnya luas, ada wifinya, makanan minumannya jg enak, tapi kalau ga suka manis req yg less sugar aja;positive
100;"Ga becus management karyawan.
Tarif nego dimanfaatkan untuk ceperan, segala kondisi mpbil dianggap admin yg merangkap sbg kasir adalah kondisi kotor banget. …";negative
1863;Untuk ke 3x nya tempat ini pelayanan masih sama perlu di tingkatkan lagi.;negative
1027;tempat nyaman, cemilan standar, kopi masih standar..;neutral
761;Affogato dan es kopi susu sekutnya mantap. Tidak ada kopi apek di sana.;positive
1006;"Nice and always comfortable Place to have meeting with Groups.
We can Reserved before, and Order the food.";positive
2092;Enak lebar tempatnya buat rombongan atau kerja kelompok, makanannya banyak cuma kdng rasanya agak asin kadang hambar. Overall nyaman sekali nongki disini🤗 …;positive
405;Tempat ngopiny anak milenial;neutral
107;Pesan buat owner nya klo bs anak buah nya suruh lebih teliti & jgn suka2 hati ngelap atau membersihkan mobil pelanggan kalo kya gini ksian pelanggan bukan apa yaa masalahnya tiap nyuci dstu ntah dluar ntah di dalam bnyak terus baret, …;negative
1554;overpriced beverages without any special taste or place;negative
1771;Tempatnya catlovers banget 👌 ngopi sambil memberi kasih sayang …;positive
2750;Get well soon ragil;neutral
2211;"LAMA BANGET PLS nunggu ber jam-jam
makanan tak kunjung datang.";negative
1323;Tempat nya bagus, 2 lantai bisa liat suasana dari atas, minuman enak enak, gaa yang terlalu manis banget enak lah pokok nya. untuk menu bagian makanan mungkin saran saya bisa ditambahkan lagi. lalu untuk bagian dapur mungkin mungkin …;positive
1211;Dari segi menunya lumayan banyak dan harga nya murah;positive
2203;minta tolong bgt di tegur karyawannya atau barista nya lebih ramah senyum kepada cust, saya sering memberikan tips namun kurang berterimakasih, tolong manner nya ya karyawan dan barista JUSTMINE.;negative
2608;pake gula apasih? abis makan eskrim sama minum es disitu paginya langsung gatal banget tenggorokan batuk batuk🫣 …;negative
1021;"Makanannya enak, rotinya bikin kenyang. Minumannya juga enak, dan baristanya pasti lihai banget. Tempatnya juga nyaman.
Cuman 1 yang kurang, mbak resepsionis/kasir kurang ramah dan ga fleksibel. Kita nanya, dia nanya balik sampe bikin ga nyaman. Harus belajar lagi customer service yang baik.";neutral
1250;Tempatnya bagus dan ada ruang terbukanya, parkiran cukup luas disampingnya, tersedia menu coffee dan non coffee dengan harga yang lumayan terjangkau, bisa tanyain ke baristanya kalau mau menu recommended di samudra;positive
881;favorite bgt makanannya❤️❤️❤️;positive
1493;Yg jomblo silakan kemari;neutral
2019;"Terfavorit tetep kopi eskobar dan kopi maju makmur, tapi capucinonya juga mantap ternyata 🥰
Makanan2nya juga enak, walo kalo lagi rame pengunjung agak lama nunggu makanan …";positive
2615;Kopinya enak. Tadinya kami dtg semua ruangan indoor outdoor smoking area. Terus kami minta yg gak smoking, lgs dipenuhi. Mrk tutup ruangan yg indoor dan nyalakan AC. Langsung dingin. Sarannya, konsisten aja dari awal utk ruangan AC nya. …;positive
2352;"Pengalaman yg tidak menyenangkan.
Pesan butterscotch dan og latte.
Pada menu tertera coffee dan non coffee …";negative
