pool_idx;ulasan;label
554;Penyajian minuman lebih cepat dibanding snack dan makanan berat. Harga yg dibayar akan ditambah dg pajak 10% dari harga tertera. Makanan dan minuman enak tapi tdk terlalu nampak spesialisasinya. Kalo Sabtu malam minggu rame banget, kalo minggu malam lumayan lengang jadi nyaman utk ngobrol, nongkrong dg keluarga;negative
1213;"NYAMAN SEMUA.
COBAI NASI KULIT NYA.
TERUS MINTA KECAP";positive
902;Sumpah dah makan pangsit kuah isi dalamnya kek agak basi tu kenapa yak, gak ku habisin, ku makan kuahnya aja;negative
225;Sukanya disini walaupun banyak orang tetep apapun yg dipesan cepat bgt datangnya ...semoga selalu sat set seperti ini pelayanannya😊 …;positive
593;"Minuman cepat disajikan, makanan nya lama sekali..
Indoor nya ruangan ac tp tetap panas padahal ac nya ada 3";negative
2354;"First time kesini kmrn tgl 17, dan maybe bakalan jadi yg terakhir.

Alasannya bukan karena rasa atau harga makanan. Tapi karena PELAYANAN staff yg …";negative
2699;Jl. Garuda II;neutral
799;"Siapa yang nyingkat jadi Kopi ABS segala!!!??
Susah nyari di MAP Sesat!!!";negative
2881;Lumayan lah untuk ngopi dan menghilangkan penat sebentar dari aktifitas kerja.;positive
2856;"Caffe latte nya mantab... Hazelnut latte nya juara...
Singkong gorengnya jooosss";positive
1139;"Luar biasa..
Makanannya enak..
Tempatnya vibes banget.. …";positive
2850;Menarik dan tersembunyi, penuh gairah, dan emosi;positive
2927;Karyawan perempuan nya ramah,yg cowo so se keras tolong diperbaiki;negative
2597;"Sangat sangat Sangatttttttt Mengecewakan Pelayanan sangat Jelek.
pesanan sangat lama,nunggu hampir 2 jam baru dibikinkan padahal keadaan cafe tidak terlalu ramai.bahkan kasir tidak ada rasa bersalah atau meminta maaf sama …";negative
1279;Ini jadi nilai minus sekali.;negative
2861;"Soal rasa udah oke gak kalah sama trusted brand lainnya. Ga perlu ragu lagi. Passs 🤗
Lokasi di pertengahan kota dan terjangkau buat yg mau praktis take away kearah mana aja, terlebih di work hours, saat kita bisa nyela gitu melipir kesini pas betul dah. …";positive
729;Tempat nya bagus, cocok untuk nongkrong.. Tapi sayangnya di dalam ruangan sangat panas AC tidak bekerja dengan baik. Tolong di perbaiki/ganti.. Biar pengunjung merasa nyaman.;positive
591;Tempat nya cozy, makanan terutama cuminya enak, tapi kalau malam penuh terus;positive
553;Lokasi strategis, dan selalu terlihat ramai. Baru kali ini berkesempatan mampir. Dan di sini buka 24 jam katanya. Malam ini edisi non coffee karena tenggorokan sedang kurang enak. Mungkin bisa lah besok-besok kita coba klo perlu kopi dinihari yaa;neutral
118;"hati2 yg mau cuci mobil di sini❗️
lebih berhati2 kalau menaruh barang berharga/uang didalam mobil❗️
baru sore ini cuci mobil disini salah satu pegawainya berani ambil uang di dalam …";negative
1892;"Kopinya

Pelayanannya …";neutral
3111;"Kopinya

Pelayanannya …";neutral
1947;"Asli parah banget pelayanannya nunggu pesanan sampai satu jam.
Malah ada orang di belakang kami datang nya dpat duluan dari pada saya..
Pantas aja mulai sepi .. …";negative
2116;Servicenya diperbaiki lagi ke depannya;negative
1813;"Makanannya lama sekali, sampai2 ada yg lgs ninggalin makanannya tp blg2 lagi
Hrsnya pemiliknya stand by apalagi msh awal pembukaann
Yg dtg msh review jd byk penilaian";negative
1002;"Fore ini baru Di Pky, shg byk diserbu ank muda yg lgi nongkrong dg teman nya. Soal rasa, sama dg Fore di Jawa.
Soal tempat, agak nya perlu di koreksi kmbali. Pengunjung datang utk melakukan …";neutral
1178;Favoritku chicken sambal matah 😍 …;positive
1519;"Makanan enak2
Cuman agak pricey yaaa";neutral
134;Cuci mobil kualitas dan harga tidak sesuai...;negative
2695;"saya beli risol 1 porsi pelit bgt
masa 1 kotak 1 porsi, isinya 1 biji.
ga worth it.";negative
298;Di kala rindu melanda ,kentang goreng pun tiba ,senyum pun terbawa;positive
1569;"Makanan, minuman & suasananya enak.
Pegawainya agak pendiam tapi ga masalah sih …";positive
1377;Indoornya panas karena ac tidak dinyalakan pada saat siang hari, minuman oke lumayan;neutral
2458;Copinya sudah standar pokee ueanak reeeeeeeee hancuuuuuuuur lidah;positive
1080;Mangat sangat;neutral
1059;Pelayanannya luar biasa;positive
2770;lamaaaa bngettt nunggu makanan nya;negative
1828;Luar biasa makan disini;positive
1517;"Steaknya enak
Nasi goreng Mahardika kambing juga enak rempahnya benar-benar berani";positive
101;Ini untuk carwashnya, bawa sigra (lcgc ya bukan mobil premium), seminggu sebelumnya cuci disini diminta 50rb, hari ini bawa diminta 60rb untuk cuci mobilnya dan katanya untuk vacumnya tambah 10rb, ya jelas tolak lah, dikira bawa land cruiser, terakhir kali cuci disini;negative
278;Varian makanan dan minuman cukup banyak, selalu ramai, kopi susu pandan patut di coba;positive
1268;Makanan nya ok, layanan baik dan ramah, suasana lumayan karena ambil yg outdoor agak kedekatan antar kursi pengunjung;positive
126;Harga sama kualitas kebersihan cuci mobilnya tidak sesuai;negative
251;"Sepertinya ini cafe tempat nongkrongnya generasi milenial. Pengunjungnya dominasi anak muda.
Lumayan rame. Kalau ga salah ini tempat eks Bebek Kalijo.";neutral
131;Harga suka suka, hati2 yg mau cuci dsni;negative
735;"Kami datang jam 09.00 belum buka.
Padahal di jadwalnya jam 09.00 cabang hq atau cut nyak dien sudah buka
Menunggu hingga 09.10 masih blm buka. …";negative
1091;"Sangat kecewa dengan pelayanannya...
Saya dan keluarga menunggu pesanan makanan hampir 40 menitan menunggu... setelah saya Cek ke cashier dan cashier nya menuju ke dapur alangkah terkejutnya …";negative
1402;"Makanan, layanan, Suasana Terbaiikk pokoknya
🫶🏻💖💖 …";positive
404;Rasa memang bintang 4 sayang tempatnya kurang nyaman;neutral
2333;"pada dasarnya merekomendasikan
harga sesuai selera";positive
888;kopsu nyaa murah sekaliii dan enakkk,dinginnn skli duduk di dalam ga panas,enak buat nugassss,24jam lagi😍😍😍 …;positive
24;Ingin pesan bersama pasangan disini, room 3atas;neutral
644;"Kurang suka dengan menu makanananya.
Suasana cukup bagus";neutral
1827;Nasi goreng nya enak;positive
2551;Kemarin mampir kesana mesin kopi rusak, dan cuma minum yg biasa aja, suasana sih asik;neutral
1757;Tempatnya lucuuu, kue²nya enak. Tapi untuk minuman b aja sih, bbrp kali ke sini selalu gk cocok dengan minumannya ntah kenapa 😅 …;neutral
1241;"Pelayannya ramah, parkir luas
Ada ruang smoking roomnya tapi full AC🤣 kebalik bgt yak ruang terbuka hijau bagus bgt, …";positive
2822;"Kesan pertama datang ke plovdiv
Tempatnya lumayan nyaman
Makanan & minuman harga standard
Rasa boleh juga👍 …";positive
255;"Tempatnya cozy,minumannya juga oke..sering penuh,jadi sedih banget kalo gak kebagian tempat ☹️
Kata temen2 bukanya 24 jam,tp belum sempet nanya sma pegawainya bener atau gak..kalo bener sih mantap lah,jadi bisa order kopi pas lagi lembur 👍";positive
1465;"Suka Es Kopi Susu Taguk Ha nya . Harga bersahabat . Area cukup luas untuk tempat duduk banyak pilihan dengan tema yang berbeda-beda .
Selalu ramai tiap akhir pekan";positive
1504;"Tempatnya bagus, ada indoor dan outdoornya, makanan dan minumannya enak-enak
Tapi kurang cocok sih di kantong mahasiswa, tp kalo sekali-sekali bolehlah wkwkwk";positive
585;Keren bgt suasana, layanan dan harganya. Kirain tempat keren kayak gini bakalan mahal yakan, ternyata egk kok. Nyesel baru tau skrg setelah lama ada di Palangkaraya;positive
290;"Tempat yg nyaman dan enak untuk nongkrong dan bersantai. Sukses terus.
Tapi syangnya wifi tdk ada.";positive
1491;Mntap;positive
583;Tempat hang out 24 jam di kota Palangkaraya yang menawarkan live musik, cuma kudu sabar antri untuk order minuman & makanan;neutral
356;Untuk mocktailnya perlu ditambah dengan buah yang lebih banyak, apalagi yang haus belum pernah ada topping mangganya.;negative
1986;"tempat oke, minuman oke.
owner suru ganti reviewnya";positive
2524;Tolong lebih detail lagi ya dalam menghidangkan makanan, saya pesannya ayam teriyaki untuk take away tapi malah dikasihnya salted egg, karna take away jadi saya juga kurang melihat makanan yang dikasih, di receipt yang diberikan juga …;negative
2073;suasana nya sangat sangat oke.. enak buat bersantai bersama rekan kerja ataupun keluarga.. cuma disayangkan 2x saya datang kesana, menu minuman nya masih kurang oke.. …;negative
2156;"1. Dimsum kukus enak, berdaging.
2. Bluberry cheesecakenya, juara, selai blubberynya gak terlalu asam pas, meskipun cakenya agak keras karna di dalam mesin pendingin, tapi tetap enak , jadi …";neutral
2217;"Makanan nya oke, enak semua...
Pelayanan cepat ga harus nggu lama wlpun bnyk tamu... karyawannya ramah dan sopan.. untuk suasana bagus apa lagi ada renovasi makin bnyak tmpt dduk...";positive
854;Rame disini;neutral
2066;"Tempatnya cozy... keren...
ada beberapa hal yg mgkin bisa dijadikan masukan buat cafe ini yaitu, Variasi menunya bisa di perbanyak, dan waktu penyajian makanannya di percepat, Klo mau …";neutral
723;Untuk tempat yang baru sungguh nyaman dan luas. Terkait parkir masih lebih baik daripada di tempat yang lama yang untuk mobil susah sekali parkir. Namun jika untuk bekerja atau butuh ketenangan sangat sulit karena termasuk tempat yang …;positive
1307;deket gudang gw, jadi kalo take away enak, deket;positive
2011;suasana rame tapi nyaman, trus orderan nggak pake lama, dan rekomended untuk nongki bareng keluarga atau bestie..;positive
133;gada bersih bersih nya nyuci , sampah gada yang di buang;negative
2791;Cafe yg jam operasional ny sampai jam 3 subuh, di malam minggu selalu ramai, menu makanan dan minuman beragam, dengan harga standar.;positive
2951;Tempat luas ber AC, parkiran mobil kurang luas;neutral
1450;Tempatnya bagus, makanan dan minuman overall oke. Tapi sayang sekali untuk coffeshop sebesar ini belum ada layanan Wi-Fi untuk pelanggan. Semoga segera terealisasikan. Kalo ada Wi-Fi auto bintang 5, seratus kalo ada.;positive
597;Mohon maaf lain kali pelayanannya agak lebih gercep cmn satu makanan doang loh 1 jam;negative
917;Tempatnya agak tersembunyi tapi makanan nya punya banyak pilihan;positive
473;Semoga harimu menyenangkan;positive
387;"Kopi sundul best seller ⭐⭐⭐⭐⭐
Pas buat nongkrong pagi, sore atau malam hari..
Minusnya tempat parkir kurang luas,..";positive
2985;Enak, dan cukup menenangkan karena gak terlalu ramai di hari kerja;positive
132;Suasana cafe nya lumayan.....hasil cuci mobil tidak sesuai ekspetasi dan tidak sesuai dengan lamanya menunggu;negative
757;Tempatnya enak buat nyantai, aku saranin buat ngajak temen, gak enak di sini sendirian gak ada temen bicara. Di sini tempatnya selalu ramai walaupun bukan malam Minggu. …;positive
2591;Sesuai namanya mau balik lagi;positive
2021;"Buka 24 jam mantaps.
Rasanya kopinya standar lah, makanannya lumayan. Tempatnya enak";positive
2486;Dingin bgt AC nya. Ada smoking room juga;positive
107;"Kalo mobil kotor jangan dibawa kesini dah apalagi malam malam😅
Tarif nya bakal gajelas dan hasilnya juga gk terlalu bersih. Semoga owner berbenah🙏🏻 …";negative
1799;Menunya menarik2;positive
2603;Penasaran, kalau lewat sini banyak.motor n mobil di parkir, pasti ada sesuatu yang menarik. …;positive
1442;"Minumannya terbilang enak2.
Antrinya aja yg agak padat, kebetulan saat itu siang menjelang sore.
Kalo tidak teliti, antrian kita bisa keserobot seperti 2x pengalaman teman yg …";neutral
2713;Alhamdulillah bisa sholat Dzuhur jamaah hari ini di Masjid Nurul Islam;neutral
2602;Tempatnya nyaman buat ngumpul. Ruangnnya sudah ada kipas angin. Selain kopi, di sini juga ada menyediakan minuman non-kopi. Di sini juga menyediakan snack sosis, nuget dan kentang. Di sini ada tempat duduk di luar tetapi kurangnya gak ada atap jadi kalau hujan harus ngungsi ke dalam.;positive
1573;Pesan makanan sama roti, makanan udh habis roti belum datang;negative
710;"Tempatnya luas, makanannya enak
Suka sekut jellynya 🫶🏻
Cuma minus kalau duduk diluar agak panas aja …";positive
760;"nasi tongkol suwir enak, ayam teriyaki enak,
kalau menu ayam yg lain kadang suka keras gitu :(
tahu nya juga kadang keras :( …";neutral
1760;Rasanya enak, tp harga overprice, ga cocok untuk anak sekolah/mahasiswa, 1 croissant bisa up to 50k, perbandingan di jawa up to 20k, kalo 30-40k masih ok. tapi beneran enak sih;neutral
2063;Melihat suatu tempat yg sebelumnya sempat di bayangkan akan keren klo ada didaerah kamu,, ya itu yg dirasa saat ketempat ini;neutral
2616;Bahaya banyak mata mata;neutral
801;tempatnya lega dan kopinya lumayan. cuma untuk disuruh ngambil dari lt.2 itu agak melelahkan;positive
2334;Kopinya kental 👍🏻👍🏻 …;positive
983;"Take a way 1 gelas kopi lewat aplikasi nunggu hampir 20 menit
Padahal waktu itu gak banyak orang
Ayo mba2 yang cantik yg krja dsna jgn byk ngobrol/ghibah..";negative
1521;Suasana oke, cocok untuk bersantai bersama2 teman2. Untuk makanan tidak usah ragu. Tersedia ruangan khusus untuk perokok, jadi bagi yg tidak meroko tidak usah ragu Krn tidak akan terganggu dg asap rokok. Untuk pelayanan cepat dan ramah.;positive
1587;"Sebagai pengalaman
Saya beserta istri dengan 2 anak tiba di tempat dan sudah pesan makanan, indoor penuh terpaksa di outdoor ada banyak  tempat dgn 1 meja 2 kursi....mikirnya ngga …";neutral
876;risol & tahu haris cobak!;positive
813;Tersantuyyyyy yg pernah ada.. 😎 …;positive
2459;Kelamaan pesanan cuman kopi;negative
2820;Enaaaaakkkkkkkkkkkkkkkkkk, ice creamnya untuk harga 18rbu worth to buy, trus cemilannya masuk dikantong mahasiswa, pokoknya worth it lah untuk di kunjungin👍🏼 …;positive
638;"Semua okeeeeeee.
Pas dtg kesini pertama kali nyoba2 sihhh.
Alhamdulillah ga menyesal. …";positive
914;"Bukan untuk yang kelaperan dan buru-buru.
Nikmati kopinya... ngobrol bersama teman/keluarga sembari menunggu makanan disiapkan bisa mengurangi rasa bosen/lama menunggu makanan kita siap.";neutral
1426;Sudah teratas;positive
1870;"Tempatnya standar, tp makanannya enak.
Minumannya lumayan";positive
2107;Kada jelas kopiku kadada;negative
112;"Car wash ampas..
minta tambahan di luar nota krn bawahnya kotor katanya dan
hasilnya pun ga bersih juga... cukup skali lah ksini";
1864;"Dikelola oleh tim yang sama yang memiliki About Something, mereka tahu permainan mereka.

Menu dan konsepnya dirancang dengan baik. Harganya sangat terjangkau dan sesuai dengan situasi pasar Palangkaraya.

Semua makanannya enak, favorit pribadi saya adalah Pisang Goreng Madu dan Roti Bakar Srikaya. Sayang sekali sebagian besar minuman mereka terlalu manis untuk saya (tapi ini sepenuhnya bersifat pribadi). Biasanya saya hanya memesan kopi hitam atau es teh tanpa pemanis.

Satu hal utama yang perlu mereka perbaiki: waktu layanan. Mereka menyajikan makanan dalam waktu 30 menit hingga satu jam setelah kami memesan. Di luar jam sibuk masih menunggu 30 menit. Saya tidak tahu apakah ini masalah SOP atau staf, tapi ini bisa menjadi masalah dalam jangka panjang. Tolong segera perbaiki.";positive
1754;Ekspektasi saya terhadap unbaked cheese cake nya terlalu tinggi. Saya tahu selera itu subjektif tp unbaked cheese cake disini lbh mirip tekstur pudding rasa vanilla daripada kue rasa keju (anggota keluarga lain bahkan menyebut rasa kejunya …;negative
2075;Makanan banyak kosong dan sedikit menunya.;negative
437;Buka dari jam 08.00 pagi;neutral
1783;Berasa makan di Pontianak;neutral
1927;"Terima Kasih
Dimsumnya enak kak, baristanya juga ramah 😊 …";positive
2630;Tts tingkatkan;neutral
1683;Penerpan protokol bagus tp tempat duduknya satu meja 4 org sdngkan yg 2 meja jg 4 org jg tdk boleh nambah kursi;neutral
1435;Tempat adem, nyaman, dan cukup strategis. Harga minuman masih terjangkau, standar. Rasa enak, cuman kalo untuk yang gak terlalu suka manis mungkin bisa request less sugar☺️;positive
69;Tempat asik nongkrong ditengah kota dengan gaya container cafe terbuka... Rasa ya sesuai harga lah...;positive
1728;"Kasih masukan buat ownernya..
Kedepannya waiter di briefing agar lbh fokus mengurutkan bill pemesan, jd ga salah urutan antar orderan.. …";negative
1796;"Enak enak senua ih
Kesel wkwkkw";positive
2595;"Untuk pelayanan kasir mungkin bisa ditingkatkan lebih ramah dan informatif. Salam senyum sapa untuk pelanggan.
Semoga lebih baik";negative
555;suasana, nyaman pada malam hari, minuman makanan rekomended, kasier kurang senyum dan welcome, kesan pertama kurang nyaman jatohnya.. selebihnya rekomended ok;neutral
1910;Sukaaa disni banyak kucing kucing yg lucukk, dan dimsumnya juara;positive
2536;Pesan butterscotch dan og latte.;neutral
117;"hati2 yg mau cuci mobil di sini❗️
lebih berhati2 kalau menaruh barang berharga/uang didalam mobil❗️
baru sore ini cuci mobil disini salah satu pegawainya berani ambil uang di dalam …";negative
1203;"INI BARU KOPISOP 😭
pelayanan ramah bintang 5. makanan enak, tempat dingin, ada wifi (buat kerja), ADA BASIC TEA kwkwkwkwkwk. terrrrrrrbaaaaiiiikkkkkkkkkk …";positive
619;Kalo malam Minggu rame banget...;neutral
1571;"Pelayanannya lumayan lambat
Minumannya saja datang sekitar setengah jam lebih, bahkan snack nya sudah duluan diserve …";negative
1077;Mantaf pelayanan;positive
1838;pelayanan cepatt;positive
2494;Sejauh ini hanya take a way,,, karena dekat sama rumah;neutral
825;Terlalu rame buat saya....tapi seru buat orang2 yg lebih muda;neutral
317;"Ikan nila goreng blm masak dalam nya...
Alhamdulillah";negative
1261;Siang2 kesini pesan ice black (kalau ga salah ingat di menu namanya ini) dan browniesnya. Saat itu lumayan ramai pengunjung di bagian dalam tapi masih enak suasananya buat ngobrol sama teman. Ice blacknya enak, browniesnya agak kemanisan tapi ketutup sama segernya ice blacknya.;positive
1689;"pelayanannya baik, ramah.
susunan kursi agak kurang nyaman, karena menumpuk di pojok2.";neutral
1092;"Sangat kecewa dengan pelayanannya...
Saya dan keluarga menunggu pesanan makanan hampir 40 menitan menunggu... setelah saya Cek ke cashier dan cashier nya menuju ke dapur alangkah terkejutnya …";negative
94;Tempatnya gak membosan kan;positive
1886;Mahal kaga enak;negative
3102;Pelayanannya baik sekali, terutama yg pegawainya freelance dan dia ganteng bngt;positive
1882;Pelayanannya baik sekali, terutama yg pegawainya freelance dan dia ganteng bngt;positive
379;Ketemu mamas FG idolak tp hnya mengagumi karya2 beliau di IG wkwk;neutral
2800;"Pelayanannya sangat banyak kurangnya,
Kami sdh paling duluan memesan makanan tapi yg dilayani org yg baru datang, makanan kami 1 jam kebih ga datang"". …";negative
1212;COBAI NASI KULIT NYA.;positive
1348;Keburu bete.;negative
2569;Ayo jalan-jalan... 💥💫 …;neutral
2088;Space masih kurang luas, termasuk tempat parkir R4;negative
1398;"Tempatnya nyaman, minuman sama makanannya enak🫶🏻
Harganya terjangkau
Wifinya kencang👍🏻 …";positive
2515;EY ASLI SERU BGT, ternyata bisa main uno bareng sama pegawai nya, tadi di styling juga rambut sayaa wakakakaka;positive
3045;Vibes bakmi baru di Palangkaraya. Wajib di coba ya;positive
1993;"Yth. Manajemen oregano coffe,
Sorry untuk bintang 3 nya ada beberapa poin yg harus di koreksi …";negative
773;"Beli es cappuccino disini sebagai teman perjalanan sekaligus beli beans
Tempat tampaknya cozy nyaman
Es cappuccino nya enak …";positive
892;Kopinya murah enak, buka 24 jam 🤩🤩🤩 …;positive
1808;Lokasinya dekat rumah;positive
596;"Kopinya endulsss banget, tempatnya cozy juga buat nongkrong malem malem karna kalau siang puanassss pol
Oh iya kemarin sempat mesan dimsum mentai,tapi zonk banget karna di dalam dimsumnya masih ada jahe utuh yang lumayan gede jdi ngerusak rasa dimsumnya";neutral
1429;"TAGUK HA SEKARANG BEDA DENGAN TAGUK HA YANG DULU.
NUNGGU PESANAN NASI GORENG TAGUK HA DAN KOPI HITAM MANIS BEGITU LAMA.
DULU ORDERAN GOJEK CEPAT SELESAI SEKARANG BEGITU LAMA. …";negative
2704;Meskipun disini susah untuk parkiran nya;negative
1798;struktur dan pemilihan warna pada bangunan memberikan kesan vintage;neutral
1955;Coffee shakenya enak, tpi terlalu manis;neutral
1701;Pelayanannya hadehhh. Salam akal sehat;negative
2068;Makanan nya enak banget terutama nasi goreng nya, tp untuk minuman nya too sweet sekali. …;neutral
30;"makanan enak , tmptnya bersih dan luas
sayang klo siang panas bgt dsitu kecuali d ruangan berACnya";positive
562;Tempatnya sebenarnya enak, tapiii beberapa hal mestinya bisa lebih baik😊 …;neutral
1807;"tempat nya strategis karena deket dg kantor dan makanan nya termasuk worth it to buy untuk anak kuliahan
saran, untuk tempat nya di bikin lebih asri supaya lebih adem";positive
1889;"Cozy, nyaman.. Tapi kurang ""eye catching"" Jadi kalau orang baru lewat tidak terlalu kelihatan..";neutral
3106;"Cozy, nyaman.. Tapi kurang ""eye catching"" Jadi kalau orang baru lewat tidak terlalu kelihatan..";neutral
2696;"saya beli risol 1 porsi pelit bgt
masa 1 kotak 1 porsi, isinya 1 biji.
ga worth it.";negative
1758;Cafe yg sangat aesthetiiiiiiqq 🤏🩷 …;positive
953;AC nya kurang berasa, ayam wokunya lumayan enak;neutral
2332;"pada dasarnya merekomendasikan
harga sesuai selera";positive
1710;Apa ini?;neutral
2527;Untuk rasa oke;positive
